id,Response,key,percent_match,Scored,Condition.Number,Condition.Description,Stimuli.Cue,Stimuli.Shuffle,Stimuli.Stimuli.Notes,Procedure.Shuffle,Response.JOL,Procedure.Shuffle.1,Response.RT,Platform
w10147711,floor,carpet,0.166666667,0,2,JOL,ceiling,Study1,M,Study Phase,0,Recall1,2526,USM
w10150573_kaj,carpet,carpet,1,1,2,JOL,ceiling,Study1,M,Study Phase,10,Recall1,5846,USM
w10154902_ZD,carpet,carpet,1,1,2,JOL,ceiling,Study1,M,Study Phase,10,Recall1,3377,USM
W10156412_WAGR,carpet,carpet,1,1,2,JOL,ceiling,Study1,M,Study Phase,75,Recall1,6958,USM
w10162630_CAG,,carpet,0,0,2,JOL,ceiling,Study1,M,Study Phase,0,Recall1,1058,USM
w821455_akg,carpet,carpet,1,1,2,JOL,ceiling,Study1,M,Study Phase,60,Recall1,10636,USM
w963035,floor,carpet,0.166666667,0,2,JOL,ceiling,Study1,M,Study Phase,100,Recall1,2697,USM
zoieperkins,carpet,carpet,1,1,2,JOL Recall,ceiling,Study1,M,Study Phase,100,Recall1,7632,USM
10066214OD,dance,dance,1,1,2,JOL,circle,Study1,M,Study Phase,20,Recall1,4178,USM
10150480SW,dance,dance,1,1,2,JOL,circle,Study1,M,Study Phase,2,Recall1,14221,USM
AkiyahBrandon,clothing,dance,0.25,0,2,JOL Recall,circle,Study1,M,Study Phase,40,Recall1,3703,USM
AnnaKatePettis,dance,dance,1,1,2,JOL Recall,circle,Study1,M,Study Phase,10,Recall1,5229,USM
w100152402_MKT,round,dance,0.4,0,2,JOL,circle,Study1,M,Study Phase,30,Recall1,1761,USM
w10042654_kw,square,dance,0.333333333,0,2,JOL,circle,Study1,M,Study Phase,20,Recall1,3556,USM
w10090906KM,square,dance,0.333333333,0,2,JOL,circle,Study1,M,Study Phase,23,Recall1,2244,USM
w10098759_caa,square,dance,0.333333333,0,2,JOL,circle,Study1,M,Study Phase,10,Recall1,5623,USM
w10128905_IAT,dance,dance,1,1,2,JOL,circle,Study1,M,Study Phase,20,Recall1,4075,USM
w10136452dns,,dance,0,0,2,JOL,circle,Study1,M,Study Phase,20,Recall1,2350,USM
w10143335_at,run,dance,0.2,0,2,JOL,circle,Study1,M,Study Phase,10,Recall1,4973,USM
w10144355_HBL,,dance,0,0,2,JOL,circle,Study1,M,Study Phase,60,Recall1,2814,USM
w10147711,hole,dance,0.2,0,2,JOL,circle,Study1,M,Study Phase,50,Recall1,5047,USM
w10150573_kaj,,dance,0,0,2,JOL,circle,Study1,M,Study Phase,60,Recall1,5646,USM
w10154902_ZD,square,dance,0.333333333,0,2,JOL,circle,Study1,M,Study Phase,10,Recall1,3015,USM
W10156412_WAGR,dance,dance,1,1,2,JOL,circle,Study1,M,Study Phase,75,Recall1,3911,USM
w10162630_CAG,,dance,0,0,2,JOL,circle,Study1,M,Study Phase,10,Recall1,1796,USM
w821455_akg,dance,dance,1,1,2,JOL,circle,Study1,M,Study Phase,50,Recall1,5296,USM
w963035,ball,dance,0.2,0,2,JOL,circle,Study1,M,Study Phase,0,Recall1,1554,USM
zoieperkins,,dance,0,0,2,JOL Recall,circle,Study1,M,Study Phase,0,Recall1,7405,USM
10066214OD,pop,election,0.125,0,2,JOL,crackle,Study1,U,Study Phase,9,Recall1,9036,USM
10150480SW,,election,0,0,2,JOL,crackle,Study1,U,Study Phase,0,Recall1,6016,USM
AkiyahBrandon,pop,election,0.125,0,2,JOL Recall,crackle,Study1,U,Study Phase,0,Recall1,2449,USM
AnnaKatePettis,election,election,1,1,2,JOL Recall,crackle,Study1,U,Study Phase,3,Recall1,3719,USM
w100152402_MKT,soft,election,0.25,0,2,JOL,crackle,Study1,U,Study Phase,10,Recall1,6550,USM
w10042654_kw,pop,election,0.125,0,2,JOL,crackle,Study1,U,Study Phase,10,Recall1,5627,USM
w10090906KM,pop,election,0.125,0,2,JOL,crackle,Study1,U,Study Phase,45,Recall1,1755,USM
w10098759_caa,fire,election,0.25,0,2,JOL,crackle,Study1,U,Study Phase,0,Recall1,30095,USM
w10128905_IAT,,election,0,0,2,JOL,crackle,Study1,U,Study Phase,20,Recall1,9706,USM
w10136452dns,,election,0,0,2,JOL,crackle,Study1,U,Study Phase,5,Recall1,2722,USM
w10143335_at,fire,election,0.25,0,2,JOL,crackle,Study1,U,Study Phase,0,Recall1,3489,USM
w10144355_HBL,pop,election,0.125,0,2,JOL,crackle,Study1,U,Study Phase,0,Recall1,1620,USM
w10147711,pop,election,0.125,0,2,JOL,crackle,Study1,U,Study Phase,1,Recall1,3163,USM
w10150573_kaj,engine,election,0.5,0,2,JOL,crackle,Study1,U,Study Phase,0,Recall1,6153,USM
w10154902_ZD,barrel,election,0.25,0,2,JOL,crackle,Study1,U,Study Phase,0,Recall1,6291,USM
W10156412_WAGR,,election,0,0,2,JOL,crackle,Study1,U,Study Phase,0,Recall1,3993,USM
w10162630_CAG,,election,0,0,2,JOL,crackle,Study1,U,Study Phase,60,Recall1,2291,USM
w821455_akg,election,election,1,1,2,JOL,crackle,Study1,U,Study Phase,0,Recall1,6611,USM
w963035,crack,election,0.125,0,2,JOL,crackle,Study1,U,Study Phase,0,Recall1,2480,USM
zoieperkins,,election,0,0,2,JOL Recall,crackle,Study1,U,Study Phase,0,Recall1,8744,USM
10066214OD,salary,card,0.333333333,0,2,JOL,credit,Study1,F,Study Phase,100,Recall1,4395,USM
10150480SW,card,card,1,1,2,JOL,credit,Study1,F,Study Phase,98,Recall1,4132,USM
AkiyahBrandon,card,card,1,1,2,JOL Recall,credit,Study1,F,Study Phase,100,Recall1,2413,USM
AnnaKatePettis,card,card,1,1,2,JOL Recall,credit,Study1,F,Study Phase,99,Recall1,7417,USM
w100152402_MKT,cash,card,0.5,0,2,JOL,credit,Study1,F,Study Phase,100,Recall1,2518,USM
w10042654_kw,card,card,1,1,2,JOL,credit,Study1,F,Study Phase,98,Recall1,3230,USM
w10090906KM,card,card,1,1,2,JOL,credit,Study1,F,Study Phase,100,Recall1,4868,USM
w10098759_caa,card,card,1,1,2,JOL,credit,Study1,F,Study Phase,100,Recall1,5977,USM
w10128905_IAT,card,card,1,1,2,JOL,credit,Study1,F,Study Phase,100,Recall1,7395,USM
w10136452dns,card,card,1,1,2,JOL,credit,Study1,F,Study Phase,100,Recall1,2501,USM
w10143335_at,card,card,1,1,2,JOL,credit,Study1,F,Study Phase,100,Recall1,2548,USM
w10144355_HBL,card,card,1,1,2,JOL,credit,Study1,F,Study Phase,90,Recall1,3174,USM
w10147711,card,card,1,1,2,JOL,credit,Study1,F,Study Phase,100,Recall1,4768,USM
w10150573_kaj,card,card,1,1,2,JOL,credit,Study1,F,Study Phase,100,Recall1,3572,USM
w10154902_ZD,card,card,1,1,2,JOL,credit,Study1,F,Study Phase,100,Recall1,4614,USM
W10156412_WAGR,card,card,1,1,2,JOL,credit,Study1,F,Study Phase,100,Recall1,2830,USM
w10162630_CAG,,card,0,0,2,JOL,credit,Study1,F,Study Phase,20,Recall1,1006,USM
w821455_akg,card,card,1,1,2,JOL,credit,Study1,F,Study Phase,100,Recall1,5078,USM
w963035,card,card,1,1,2,JOL,credit,Study1,F,Study Phase,100,Recall1,2242,USM
zoieperkins,card,card,1,1,2,JOL Recall,credit,Study1,F,Study Phase,100,Recall1,7682,USM
10066214OD,baby,bottle,0.166666667,0,2,JOL,cry,Study1,M,Study Phase,36,Recall1,9833,USM
10150480SW,bottle,bottle,1,1,2,JOL,cry,Study1,M,Study Phase,60,Recall1,22752,USM
AkiyahBrandon,,bottle,0,0,2,JOL Recall,cry,Study1,M,Study Phase,85,Recall1,3697,USM
AnnaKatePettis,laugh,bottle,0.166666667,0,2,JOL Recall,cry,Study1,M,Study Phase,80,Recall1,3656,USM
w100152402_MKT,baby,bottle,0.166666667,0,2,JOL,cry,Study1,M,Study Phase,30,Recall1,3088,USM
w10042654_kw,bottle,bottle,1,1,2,JOL,cry,Study1,M,Study Phase,56,Recall1,4160,USM
w10090906KM,laugh,bottle,0.166666667,0,2,JOL,cry,Study1,M,Study Phase,90,Recall1,2026,USM
w10098759_caa,whine,bottle,0.166666667,0,2,JOL,cry,Study1,M,Study Phase,80,Recall1,6383,USM
w10128905_IAT,bottle,bottle,1,1,2,JOL,cry,Study1,M,Study Phase,65,Recall1,6138,USM
w10136452dns,,bottle,0,0,2,JOL,cry,Study1,M,Study Phase,40,Recall1,6402,USM
w10143335_at,baby,bottle,0.166666667,0,2,JOL,cry,Study1,M,Study Phase,60,Recall1,3682,USM
w10144355_HBL,teras,bottle,0.333333333,0,2,JOL,cry,Study1,M,Study Phase,60,Recall1,17274,USM
w10147711,bottle,bottle,1,1,2,JOL,cry,Study1,M,Study Phase,0,Recall1,4684,USM
w10150573_kaj,bottle,bottle,1,1,2,JOL,cry,Study1,M,Study Phase,10,Recall1,2158,USM
w10154902_ZD,baby,bottle,0.166666667,0,2,JOL,cry,Study1,M,Study Phase,0,Recall1,6881,USM
W10156412_WAGR,,bottle,0,0,2,JOL,cry,Study1,M,Study Phase,0,Recall1,6647,USM
w10162630_CAG,,bottle,0,0,2,JOL,cry,Study1,M,Study Phase,80,Recall1,3784,USM
w821455_akg,bottle,bottle,1,1,2,JOL,cry,Study1,M,Study Phase,75,Recall1,5676,USM
w963035,baby,bottle,0.166666667,0,2,JOL,cry,Study1,M,Study Phase,0,Recall1,1978,USM
zoieperkins,sad,bottle,0,0,2,JOL Recall,cry,Study1,M,Study Phase,0,Recall1,5726,USM
10066214OD,night,dark,0,0,2,JOL,day,Study1,M,Study Phase,50,Recall1,6940,USM
10150480SW,night,dark,0,0,2,JOL,day,Study1,M,Study Phase,95,Recall1,11543,USM
AkiyahBrandon,weaks,dark,0.4,0,2,JOL Recall,day,Study1,M,Study Phase,15,Recall1,6025,USM
AnnaKatePettis,year,dark,0.5,0,2,JOL Recall,day,Study1,M,Study Phase,25,Recall1,7622,USM
w100152402_MKT,night,dark,0,0,2,JOL,day,Study1,M,Study Phase,50,Recall1,3011,USM
w10042654_kw,night,dark,0,0,2,JOL,day,Study1,M,Study Phase,95,Recall1,4027,USM
w10090906KM,dark,dark,1,1,2,JOL,day,Study1,M,Study Phase,65,Recall1,3557,USM
w10098759_caa,weak,dark,0.5,0,2,JOL,day,Study1,M,Study Phase,45,Recall1,6773,USM
w10128905_IAT,dark,dark,1,1,2,JOL,day,Study1,M,Study Phase,15,Recall1,5563,USM
w10136452dns,dark,dark,1,1,2,JOL,day,Study1,M,Study Phase,75,Recall1,6933,USM
w10143335_at,night,dark,0,0,2,JOL,day,Study1,M,Study Phase,100,Recall1,2566,USM
w10144355_HBL,dark,dark,1,1,2,JOL,day,Study1,M,Study Phase,0,Recall1,2139,USM
w10147711,dark,dark,1,1,2,JOL,day,Study1,M,Study Phase,60,Recall1,5437,USM
w10150573_kaj,weaks,dark,0.4,0,2,JOL,day,Study1,M,Study Phase,0,Recall1,3882,USM
w10154902_ZD,night,dark,0,0,2,JOL,day,Study1,M,Study Phase,30,Recall1,5135,USM
W10156412_WAGR,dark,dark,1,1,2,JOL,day,Study1,M,Study Phase,50,Recall1,7039,USM
w10162630_CAG,,dark,0,0,2,JOL,day,Study1,M,Study Phase,100,Recall1,3214,USM
w821455_akg,dark,dark,1,1,2,JOL,day,Study1,M,Study Phase,85,Recall1,5952,USM
w963035,dark,dark,1,1,2,JOL,day,Study1,M,Study Phase,100,Recall1,2502,USM
zoieperkins,sun,dark,0,0,2,JOL Recall,day,Study1,M,Study Phase,100,Recall1,5249,USM
10066214OD,tacos,bang,0.2,0,2,JOL,fuzzy,Study1,U,Study Phase,0,Recall1,16349,USM
10150480SW,,bang,0,0,2,JOL,fuzzy,Study1,U,Study Phase,2,Recall1,10125,USM
AkiyahBrandon,sock,bang,0,0,2,JOL Recall,fuzzy,Study1,U,Study Phase,0,Recall1,2936,USM
AnnaKatePettis,cotton,bang,0.166666667,0,2,JOL Recall,fuzzy,Study1,U,Study Phase,10,Recall1,2976,USM
w100152402_MKT,hard,bang,0.25,0,2,JOL,fuzzy,Study1,U,Study Phase,20,Recall1,1981,USM
w10042654_kw,sock,bang,0,0,2,JOL,fuzzy,Study1,U,Study Phase,10,Recall1,8067,USM
w10090906KM,furry,bang,0,0,2,JOL,fuzzy,Study1,U,Study Phase,28,Recall1,11147,USM
w10098759_caa,soft,bang,0,0,2,JOL,fuzzy,Study1,U,Study Phase,0,Recall1,7132,USM
w10128905_IAT,hard,bang,0.25,0,2,JOL,fuzzy,Study1,U,Study Phase,10,Recall1,2611,USM
w10136452dns,,bang,0,0,2,JOL,fuzzy,Study1,U,Study Phase,0,Recall1,2966,USM
w10143335_at,socks,bang,0,0,2,JOL,fuzzy,Study1,U,Study Phase,10,Recall1,2269,USM
w10144355_HBL,,bang,0,0,2,JOL,fuzzy,Study1,U,Study Phase,30,Recall1,2841,USM
w10147711,bear,bang,0.5,0,2,JOL,fuzzy,Study1,U,Study Phase,0,Recall1,2527,USM
w10150573_kaj,bangs,bang,0.8,1,2,JOL,fuzzy,Study1,U,Study Phase,0,Recall1,2726,USM
w10154902_ZD,ball,bang,0.5,0,2,JOL,fuzzy,Study1,U,Study Phase,0,Recall1,3524,USM
W10156412_WAGR,bangs,bang,0.8,1,2,JOL,fuzzy,Study1,U,Study Phase,5,Recall1,10950,USM
w10162630_CAG,,bang,0,0,2,JOL,fuzzy,Study1,U,Study Phase,10,Recall1,959,USM
w821455_akg,bang,bang,1,1,2,JOL,fuzzy,Study1,U,Study Phase,15,Recall1,8278,USM
w963035,blanket ,bang,0.375,0,2,JOL,fuzzy,Study1,U,Study Phase,0,Recall1,1598,USM
zoieperkins,socks,bang,0,0,2,JOL Recall,fuzzy,Study1,U,Study Phase,0,Recall1,12047,USM
10066214OD,take,steak,0.8,1,2,JOL,give,Study1,U,Study Phase,5,Recall1,6304,USM
10150480SW,,steak,0,0,2,JOL,give,Study1,U,Study Phase,0,Recall1,6212,USM
AkiyahBrandon,,steak,0,0,2,JOL Recall,give,Study1,U,Study Phase,0,Recall1,3644,USM
AnnaKatePettis,take,steak,0.8,1,2,JOL Recall,give,Study1,U,Study Phase,10,Recall1,23337,USM
w100152402_MKT,thanks,steak,0.666666667,0,2,JOL,give,Study1,U,Study Phase,30,Recall1,5503,USM
w10042654_kw,take,steak,0.8,1,2,JOL,give,Study1,U,Study Phase,30,Recall1,3592,USM
w10090906KM,take,steak,0.8,1,2,JOL,give,Study1,U,Study Phase,5,Recall1,2801,USM
w10098759_caa,go,steak,0,0,2,JOL,give,Study1,U,Study Phase,45,Recall1,6799,USM
w10128905_IAT,thanks,steak,0.666666667,0,2,JOL,give,Study1,U,Study Phase,10,Recall1,4525,USM
w10136452dns,take,steak,0.8,1,2,JOL,give,Study1,U,Study Phase,0,Recall1,3302,USM
w10143335_at,take,steak,0.8,1,2,JOL,give,Study1,U,Study Phase,0,Recall1,2942,USM
w10144355_HBL,money,steak,0.2,0,2,JOL,give,Study1,U,Study Phase,30,Recall1,2483,USM
w10147711,take,steak,0.8,1,2,JOL,give,Study1,U,Study Phase,0,Recall1,2566,USM
w10150573_kaj,take,steak,0.8,1,2,JOL,give,Study1,U,Study Phase,50,Recall1,4451,USM
w10154902_ZD,take,steak,0.8,1,2,JOL,give,Study1,U,Study Phase,0,Recall1,4292,USM
W10156412_WAGR,,steak,0,0,2,JOL,give,Study1,U,Study Phase,4,Recall1,5965,USM
w10162630_CAG,take,steak,0.8,1,2,JOL,give,Study1,U,Study Phase,10,Recall1,923,USM
w821455_akg,streak,steak,0.833333333,1,2,JOL,give,Study1,U,Study Phase,15,Recall1,5983,USM
w963035,thanks,steak,0.666666667,0,2,JOL,give,Study1,U,Study Phase,0,Recall1,1767,USM
