id,Response,key,percent_match,Scored,Condition.Number,Condition.Description,Stimuli.Cue,Stimuli.Shuffle,Stimuli.Stimuli.Notes,Procedure.Shuffle,Response.JOL,Procedure.Shuffle.1,Response.RT,Platform
63d87d58ddc4d930bbc9568e,boulder,bounce,0.571428571,0,2,JOL,bat,Study1,M,Study Phase,3,Recall1,5817,Prolific
565c6791c121fe0012fc3caf,ball,box,0.25,0,2,JOL,beach,Study1,M,Study Phase,5,Recall1,2620,Prolific
58ed7f5aac62dc00019366a9,ball,box,0.25,0,2,JOL,beach,Study1,M,Study Phase,25,Recall1,3208,Prolific
5c0dbb9b9166290001253342,,box,0,0,2,JOL,beach,Study1,M,Study Phase,0,Recall1,7284,Prolific
5dd0749782569a156ed4f658,,box,0,0,2,JOL,beach,Study1,M,Study Phase,10,Recall1,2188,Prolific
5e0a434b8676812de85037c3,ball,box,0.25,0,2,JOL,beach,Study1,M,Study Phase,50,Recall1,2230,Prolific
61041a3b4159985f5294a436,fuzzy,box,0,0,2,JOL,beach,Study1,M,Study Phase,5,Recall1,2538,Prolific
62029a55ef1cb18a1337c61a,,box,0,0,2,JOL,beach,Study1,M,Study Phase,0,Recall1,5154,Prolific
62d43cee3d60ac98c1dcacc8,sunny,box,0,0,2,JOL,beach,Study1,M,Study Phase,4,Recall1,2502,Prolific
630cc9747cb664e8a03c29f0,sand,box,0,0,2,JOL,beach,Study1,M,Study Phase,5,Recall1,4600,Prolific
63a68daa57320319534db166,day,box,0,0,2,JOL,beach,Study1,M,Study Phase,40,Recall1,19587,Prolific
63d82b2de40f94ceb14816cc,box,box,1,1,2,JOL,beach,Study1,M,Study Phase,15,Recall1,2945,Prolific
63d87d58ddc4d930bbc9568e,,box,0,0,2,JOL,beach,Study1,M,Study Phase,12,Recall1,1393,Prolific
565c6791c121fe0012fc3caf,card,pie,0,0,2,JOL,birthday,Study1,M,Study Phase,20,Recall1,4943,Prolific
58ed7f5aac62dc00019366a9,cake,pie,0.25,0,2,JOL,birthday,Study1,M,Study Phase,1,Recall1,2773,Prolific
5c0dbb9b9166290001253342,,pie,0,0,2,JOL,birthday,Study1,M,Study Phase,50,Recall1,2707,Prolific
5dd0749782569a156ed4f658,pie,pie,1,1,2,JOL,birthday,Study1,M,Study Phase,20,Recall1,1742,Prolific
5e0a434b8676812de85037c3,balloons,pie,0,0,2,JOL,birthday,Study1,M,Study Phase,40,Recall1,5786,Prolific
61041a3b4159985f5294a436,pie,pie,1,1,2,JOL,birthday,Study1,M,Study Phase,1,Recall1,4354,Prolific
62029a55ef1cb18a1337c61a,pie,pie,1,1,2,JOL,birthday,Study1,M,Study Phase,60,Recall1,1583,Prolific
62d43cee3d60ac98c1dcacc8,cake,pie,0.25,0,2,JOL,birthday,Study1,M,Study Phase,15,Recall1,2482,Prolific
630cc9747cb664e8a03c29f0,pie,pie,1,1,2,JOL,birthday,Study1,M,Study Phase,30,Recall1,2031,Prolific
63a68daa57320319534db166,pie,pie,1,1,2,JOL,birthday,Study1,M,Study Phase,73,Recall1,4163,Prolific
63d82b2de40f94ceb14816cc,cake,pie,0.25,0,2,JOL,birthday,Study1,M,Study Phase,15,Recall1,3612,Prolific
63d87d58ddc4d930bbc9568e,pie,pie,1,1,2,JOL,birthday,Study1,M,Study Phase,50,Recall1,2925,Prolific
565c6791c121fe0012fc3caf,,hand,0,0,2,JOL,cake,Study1,U,Study Phase,0,Recall1,7007,Prolific
58ed7f5aac62dc00019366a9,,hand,0,0,2,JOL,cake,Study1,U,Study Phase,8,Recall1,4185,Prolific
5c0dbb9b9166290001253342,,hand,0,0,2,JOL,cake,Study1,U,Study Phase,0,Recall1,9703,Prolific
5dd0749782569a156ed4f658,,hand,0,0,2,JOL,cake,Study1,U,Study Phase,20,Recall1,3429,Prolific
5e0a434b8676812de85037c3,birthday,hand,0.375,0,2,JOL,cake,Study1,U,Study Phase,60,Recall1,2888,Prolific
61041a3b4159985f5294a436,hand,hand,1,1,2,JOL,cake,Study1,U,Study Phase,5,Recall1,1685,Prolific
62029a55ef1cb18a1337c61a,,hand,0,0,2,JOL,cake,Study1,U,Study Phase,10,Recall1,1382,Prolific
62d43cee3d60ac98c1dcacc8,mix,hand,0,0,2,JOL,cake,Study1,U,Study Phase,5,Recall1,3329,Prolific
630cc9747cb664e8a03c29f0,ring,hand,0.25,0,2,JOL,cake,Study1,U,Study Phase,15,Recall1,6868,Prolific
63a68daa57320319534db166,pie,hand,0,0,2,JOL,cake,Study1,U,Study Phase,53,Recall1,10480,Prolific
63d82b2de40f94ceb14816cc,,hand,0,0,2,JOL,cake,Study1,U,Study Phase,20,Recall1,3919,Prolific
63d87d58ddc4d930bbc9568e,hand,hand,1,1,2,JOL,cake,Study1,U,Study Phase,0,Recall1,4342,Prolific
565c6791c121fe0012fc3caf,floor,carpet,0.166666667,0,2,JOL,ceiling,Study1,M,Study Phase,15,Recall1,3418,Prolific
58ed7f5aac62dc00019366a9,carpet,carpet,1,1,2,JOL,ceiling,Study1,M,Study Phase,1,Recall1,3401,Prolific
5c0dbb9b9166290001253342,,carpet,0,0,2,JOL,ceiling,Study1,M,Study Phase,65,Recall1,4319,Prolific
5dd0749782569a156ed4f658,carpet,carpet,1,1,2,JOL,ceiling,Study1,M,Study Phase,10,Recall1,3669,Prolific
5e0a434b8676812de85037c3,fan,carpet,0.166666667,0,2,JOL,ceiling,Study1,M,Study Phase,25,Recall1,1675,Prolific
61041a3b4159985f5294a436,,carpet,0,0,2,JOL,ceiling,Study1,M,Study Phase,2,Recall1,1989,Prolific
62029a55ef1cb18a1337c61a,carpet,carpet,1,1,2,JOL,ceiling,Study1,M,Study Phase,10,Recall1,2222,Prolific
62d43cee3d60ac98c1dcacc8,carpet,carpet,1,1,2,JOL,ceiling,Study1,M,Study Phase,1,Recall1,3222,Prolific
630cc9747cb664e8a03c29f0,carpet,carpet,1,1,2,JOL,ceiling,Study1,M,Study Phase,40,Recall1,3452,Prolific
63a68daa57320319534db166,carpet,carpet,1,1,2,JOL,ceiling,Study1,M,Study Phase,50,Recall1,5530,Prolific
63d82b2de40f94ceb14816cc,carpet,carpet,1,1,2,JOL,ceiling,Study1,M,Study Phase,40,Recall1,4220,Prolific
63d87d58ddc4d930bbc9568e,carpet,carpet,1,1,2,JOL,ceiling,Study1,M,Study Phase,70,Recall1,3427,Prolific
565c6791c121fe0012fc3caf,square,dance,0.333333333,0,2,JOL,circle,Study1,M,Study Phase,0,Recall1,6248,Prolific
58ed7f5aac62dc00019366a9,oval,dance,0.2,0,2,JOL,circle,Study1,M,Study Phase,5,Recall1,3716,Prolific
5c0dbb9b9166290001253342,dance,dance,1,1,2,JOL,circle,Study1,M,Study Phase,15,Recall1,7432,Prolific
5dd0749782569a156ed4f658,dance,dance,1,1,2,JOL,circle,Study1,M,Study Phase,30,Recall1,2024,Prolific
5e0a434b8676812de85037c3,round,dance,0.4,0,2,JOL,circle,Study1,M,Study Phase,30,Recall1,8070,Prolific
61041a3b4159985f5294a436,,dance,0,0,2,JOL,circle,Study1,M,Study Phase,10,Recall1,1370,Prolific
62029a55ef1cb18a1337c61a,,dance,0,0,2,JOL,circle,Study1,M,Study Phase,0,Recall1,4683,Prolific
62d43cee3d60ac98c1dcacc8,round,dance,0.4,0,2,JOL,circle,Study1,M,Study Phase,5,Recall1,4306,Prolific
630cc9747cb664e8a03c29f0,tree,dance,0.2,0,2,JOL,circle,Study1,M,Study Phase,15,Recall1,5016,Prolific
63a68daa57320319534db166,horse,dance,0.2,0,2,JOL,circle,Study1,M,Study Phase,78,Recall1,9362,Prolific
63d82b2de40f94ceb14816cc,,dance,0,0,2,JOL,circle,Study1,M,Study Phase,50,Recall1,4194,Prolific
63d87d58ddc4d930bbc9568e,dance,dance,1,1,2,JOL,circle,Study1,M,Study Phase,39,Recall1,6820,Prolific
565c6791c121fe0012fc3caf,,election,0,0,2,JOL,crackle,Study1,U,Study Phase,0,Recall1,4209,Prolific
58ed7f5aac62dc00019366a9,,election,0,0,2,JOL,crackle,Study1,U,Study Phase,1,Recall1,3568,Prolific
5c0dbb9b9166290001253342,,election,0,0,2,JOL,crackle,Study1,U,Study Phase,100,Recall1,2811,Prolific
5dd0749782569a156ed4f658,,election,0,0,2,JOL,crackle,Study1,U,Study Phase,10,Recall1,1940,Prolific
5e0a434b8676812de85037c3,pop,election,0.125,0,2,JOL,crackle,Study1,U,Study Phase,20,Recall1,1738,Prolific
61041a3b4159985f5294a436,,election,0,0,2,JOL,crackle,Study1,U,Study Phase,0,Recall1,1386,Prolific
62029a55ef1cb18a1337c61a,election,election,1,1,2,JOL,crackle,Study1,U,Study Phase,0,Recall1,3397,Prolific
62d43cee3d60ac98c1dcacc8,snap,election,0.125,0,2,JOL,crackle,Study1,U,Study Phase,1,Recall1,5693,Prolific
630cc9747cb664e8a03c29f0,election,election,1,1,2,JOL,crackle,Study1,U,Study Phase,5,Recall1,2601,Prolific
63a68daa57320319534db166,election,election,1,1,2,JOL,crackle,Study1,U,Study Phase,30,Recall1,6820,Prolific
63d82b2de40f94ceb14816cc,light,election,0.375,0,2,JOL,crackle,Study1,U,Study Phase,15,Recall1,8106,Prolific
63d87d58ddc4d930bbc9568e,,election,0,0,2,JOL,crackle,Study1,U,Study Phase,6,Recall1,2007,Prolific
565c6791c121fe0012fc3caf,card,card,1,1,2,JOL,credit,Study1,F,Study Phase,60,Recall1,3325,Prolific
58ed7f5aac62dc00019366a9,card,card,1,1,2,JOL,credit,Study1,F,Study Phase,98,Recall1,3423,Prolific
5c0dbb9b9166290001253342,card,card,1,1,2,JOL,credit,Study1,F,Study Phase,100,Recall1,8718,Prolific
5dd0749782569a156ed4f658,card,card,1,1,2,JOL,credit,Study1,F,Study Phase,99,Recall1,1530,Prolific
5e0a434b8676812de85037c3,card,card,1,1,2,JOL,credit,Study1,F,Study Phase,25,Recall1,1924,Prolific
61041a3b4159985f5294a436,card,card,1,1,2,JOL,credit,Study1,F,Study Phase,100,Recall1,1459,Prolific
62029a55ef1cb18a1337c61a,card,card,1,1,2,JOL,credit,Study1,F,Study Phase,100,Recall1,1450,Prolific
62d43cee3d60ac98c1dcacc8,card,card,1,1,2,JOL,credit,Study1,F,Study Phase,80,Recall1,1805,Prolific
630cc9747cb664e8a03c29f0,card,card,1,1,2,JOL,credit,Study1,F,Study Phase,80,Recall1,1510,Prolific
63a68daa57320319534db166,card,card,1,1,2,JOL,credit,Study1,F,Study Phase,90,Recall1,3779,Prolific
63d82b2de40f94ceb14816cc,card,card,1,1,2,JOL,credit,Study1,F,Study Phase,95,Recall1,2767,Prolific
63d87d58ddc4d930bbc9568e,card,card,1,1,2,JOL,credit,Study1,F,Study Phase,90,Recall1,3971,Prolific
565c6791c121fe0012fc3caf,,bottle,0,0,2,JOL,cry,Study1,M,Study Phase,10,Recall1,1191,Prolific
58ed7f5aac62dc00019366a9,,bottle,0,0,2,JOL,cry,Study1,M,Study Phase,25,Recall1,2882,Prolific
5c0dbb9b9166290001253342,,bottle,0,0,2,JOL,cry,Study1,M,Study Phase,90,Recall1,7030,Prolific
5dd0749782569a156ed4f658,,bottle,0,0,2,JOL,cry,Study1,M,Study Phase,50,Recall1,2362,Prolific
5e0a434b8676812de85037c3,emotion,bottle,0.428571429,0,2,JOL,cry,Study1,M,Study Phase,30,Recall1,8148,Prolific
61041a3b4159985f5294a436,,bottle,0,0,2,JOL,cry,Study1,M,Study Phase,60,Recall1,1014,Prolific
62029a55ef1cb18a1337c61a,,bottle,0,0,2,JOL,cry,Study1,M,Study Phase,0,Recall1,2453,Prolific
62d43cee3d60ac98c1dcacc8,sad,bottle,0,0,2,JOL,cry,Study1,M,Study Phase,1,Recall1,4473,Prolific
630cc9747cb664e8a03c29f0,,bottle,0,0,2,JOL,cry,Study1,M,Study Phase,15,Recall1,1355,Prolific
63a68daa57320319534db166,bottle,bottle,1,1,2,JOL,cry,Study1,M,Study Phase,60,Recall1,5045,Prolific
63d82b2de40f94ceb14816cc,,bottle,0,0,2,JOL,cry,Study1,M,Study Phase,40,Recall1,3517,Prolific
63d87d58ddc4d930bbc9568e,bottle,bottle,1,1,2,JOL,cry,Study1,M,Study Phase,35,Recall1,5533,Prolific
565c6791c121fe0012fc3caf,dark,dark,1,1,2,JOL,day,Study1,M,Study Phase,5,Recall1,6541,Prolific
58ed7f5aac62dc00019366a9,dark,dark,1,1,2,JOL,day,Study1,M,Study Phase,50,Recall1,5378,Prolific
5c0dbb9b9166290001253342,,dark,0,0,2,JOL,day,Study1,M,Study Phase,20,Recall1,7883,Prolific
5dd0749782569a156ed4f658,dark,dark,1,1,2,JOL,day,Study1,M,Study Phase,20,Recall1,3058,Prolific
5e0a434b8676812de85037c3,night,dark,0,0,2,JOL,day,Study1,M,Study Phase,60,Recall1,3333,Prolific
61041a3b4159985f5294a436,dark,dark,1,1,2,JOL,day,Study1,M,Study Phase,65,Recall1,5652,Prolific
62029a55ef1cb18a1337c61a,,dark,0,0,2,JOL,day,Study1,M,Study Phase,10,Recall1,850,Prolific
62d43cee3d60ac98c1dcacc8,night,dark,0,0,2,JOL,day,Study1,M,Study Phase,1,Recall1,3205,Prolific
630cc9747cb664e8a03c29f0,night,dark,0,0,2,JOL,day,Study1,M,Study Phase,20,Recall1,3449,Prolific
63a68daa57320319534db166,dark,dark,1,1,2,JOL,day,Study1,M,Study Phase,40,Recall1,7151,Prolific
63d82b2de40f94ceb14816cc,night,dark,0,0,2,JOL,day,Study1,M,Study Phase,70,Recall1,2567,Prolific
63d87d58ddc4d930bbc9568e,dark,dark,1,1,2,JOL,day,Study1,M,Study Phase,60,Recall1,5739,Prolific
565c6791c121fe0012fc3caf,,bang,0,0,2,JOL,fuzzy,Study1,U,Study Phase,5,Recall1,1195,Prolific
58ed7f5aac62dc00019366a9,lemon,bang,0.2,0,2,JOL,fuzzy,Study1,U,Study Phase,45,Recall1,4301,Prolific
5c0dbb9b9166290001253342,,bang,0,0,2,JOL,fuzzy,Study1,U,Study Phase,0,Recall1,2687,Prolific
5dd0749782569a156ed4f658,bang,bang,1,1,2,JOL,fuzzy,Study1,U,Study Phase,10,Recall1,2598,Prolific
5e0a434b8676812de85037c3,ball,bang,0.5,0,2,JOL,fuzzy,Study1,U,Study Phase,60,Recall1,2110,Prolific
61041a3b4159985f5294a436,,bang,0,0,2,JOL,fuzzy,Study1,U,Study Phase,1,Recall1,3375,Prolific
62029a55ef1cb18a1337c61a,,bang,0,0,2,JOL,fuzzy,Study1,U,Study Phase,0,Recall1,916,Prolific
62d43cee3d60ac98c1dcacc8,warm,bang,0.25,0,2,JOL,fuzzy,Study1,U,Study Phase,20,Recall1,3200,Prolific
630cc9747cb664e8a03c29f0,hard,bang,0.25,0,2,JOL,fuzzy,Study1,U,Study Phase,10,Recall1,5426,Prolific
63a68daa57320319534db166,phone,bang,0.2,0,2,JOL,fuzzy,Study1,U,Study Phase,40,Recall1,25297,Prolific
63d82b2de40f94ceb14816cc,,bang,0,0,2,JOL,fuzzy,Study1,U,Study Phase,20,Recall1,1812,Prolific
63d87d58ddc4d930bbc9568e,,bang,0,0,2,JOL,fuzzy,Study1,U,Study Phase,9,Recall1,1506,Prolific
565c6791c121fe0012fc3caf,,steak,0,0,2,JOL,give,Study1,U,Study Phase,0,Recall1,2018,Prolific
58ed7f5aac62dc00019366a9,,steak,0,0,2,JOL,give,Study1,U,Study Phase,4,Recall1,4192,Prolific
5c0dbb9b9166290001253342,take,steak,0.8,1,2,JOL,give,Study1,U,Study Phase,0,Recall1,5831,Prolific
5dd0749782569a156ed4f658,,steak,0,0,2,JOL,give,Study1,U,Study Phase,10,Recall1,1989,Prolific
5e0a434b8676812de85037c3,take,steak,0.8,1,2,JOL,give,Study1,U,Study Phase,60,Recall1,2272,Prolific
61041a3b4159985f5294a436,,steak,0,0,2,JOL,give,Study1,U,Study Phase,5,Recall1,1559,Prolific
62029a55ef1cb18a1337c61a,,steak,0,0,2,JOL,give,Study1,U,Study Phase,0,Recall1,1579,Prolific
62d43cee3d60ac98c1dcacc8,donate,steak,0.5,0,2,JOL,give,Study1,U,Study Phase,1,Recall1,3578,Prolific
630cc9747cb664e8a03c29f0,,steak,0,0,2,JOL,give,Study1,U,Study Phase,5,Recall1,3870,Prolific
63a68daa57320319534db166,take,steak,0.8,1,2,JOL,give,Study1,U,Study Phase,20,Recall1,5423,Prolific
63d82b2de40f94ceb14816cc,take,steak,0.8,1,2,JOL,give,Study1,U,Study Phase,15,Recall1,2951,Prolific
63d87d58ddc4d930bbc9568e,,steak,0,0,2,JOL,give,Study1,U,Study Phase,0,Recall1,7959,Prolific
565c6791c121fe0012fc3caf,,cotton,0,0,2,JOL,hard,Study1,M,Study Phase,5,Recall1,3651,Prolific
58ed7f5aac62dc00019366a9,stiff,cotton,0.166666667,0,2,JOL,hard,Study1,M,Study Phase,2,Recall1,5290,Prolific
5c0dbb9b9166290001253342,,cotton,0,0,2,JOL,hard,Study1,M,Study Phase,0,Recall1,2165,Prolific
5dd0749782569a156ed4f658,silk,cotton,0,0,2,JOL,hard,Study1,M,Study Phase,3,Recall1,4029,Prolific
5e0a434b8676812de85037c3,ball,cotton,0,0,2,JOL,hard,Study1,M,Study Phase,40,Recall1,2484,Prolific
61041a3b4159985f5294a436,,cotton,0,0,2,JOL,hard,Study1,M,Study Phase,10,Recall1,1477,Prolific
62029a55ef1cb18a1337c61a,,cotton,0,0,2,JOL,hard,Study1,M,Study Phase,0,Recall1,1695,Prolific
62d43cee3d60ac98c1dcacc8,solid,cotton,0.166666667,0,2,JOL,hard,Study1,M,Study Phase,1,Recall1,2757,Prolific
630cc9747cb664e8a03c29f0,silk,cotton,0,0,2,JOL,hard,Study1,M,Study Phase,5,Recall1,4545,Prolific
63a68daa57320319534db166,silky,cotton,0,0,2,JOL,hard,Study1,M,Study Phase,30,Recall1,16651,Prolific
63d82b2de40f94ceb14816cc,,cotton,0,0,2,JOL,hard,Study1,M,Study Phase,20,Recall1,3366,Prolific
63d87d58ddc4d930bbc9568e,,cotton,0,0,2,JOL,hard,Study1,M,Study Phase,5,Recall1,4170,Prolific
565c6791c121fe0012fc3caf,,wheel,0,0,2,JOL,horse,Study1,M,Study Phase,5,Recall1,6366,Prolific
58ed7f5aac62dc00019366a9,wheel,wheel,1,1,2,JOL,horse,Study1,M,Study Phase,3,Recall1,6334,Prolific
5c0dbb9b9166290001253342,,wheel,0,0,2,JOL,horse,Study1,M,Study Phase,50,Recall1,6255,Prolific
5dd0749782569a156ed4f658,wheel,wheel,1,1,2,JOL,horse,Study1,M,Study Phase,20,Recall1,5837,Prolific
5e0a434b8676812de85037c3,ride,wheel,0.2,0,2,JOL,horse,Study1,M,Study Phase,40,Recall1,3046,Prolific
61041a3b4159985f5294a436,wheel,wheel,1,1,2,JOL,horse,Study1,M,Study Phase,9,Recall1,2297,Prolific
62029a55ef1cb18a1337c61a,,wheel,0,0,2,JOL,horse,Study1,M,Study Phase,0,Recall1,1444,Prolific
62d43cee3d60ac98c1dcacc8,farm,wheel,0,0,2,JOL,horse,Study1,M,Study Phase,2,Recall1,14554,Prolific
630cc9747cb664e8a03c29f0,mule,wheel,0.4,0,2,JOL,horse,Study1,M,Study Phase,10,Recall1,3153,Prolific
63a68daa57320319534db166,circle,wheel,0.333333333,0,2,JOL,horse,Study1,M,Study Phase,36,Recall1,6823,Prolific
63d82b2de40f94ceb14816cc,wheel,wheel,1,1,2,JOL,horse,Study1,M,Study Phase,45,Recall1,2984,Prolific
63d87d58ddc4d930bbc9568e,wheel,wheel,1,1,2,JOL,horse,Study1,M,Study Phase,60,Recall1,4036,Prolific
565c6791c121fe0012fc3caf,clean,clean,1,1,2,JOL,hygiene,Study1,F,Study Phase,15,Recall1,2779,Prolific
58ed7f5aac62dc00019366a9,shower,clean,0.166666667,0,2,JOL,hygiene,Study1,F,Study Phase,89,Recall1,3505,Prolific
5c0dbb9b9166290001253342,clean,clean,1,1,2,JOL,hygiene,Study1,F,Study Phase,80,Recall1,5844,Prolific
5dd0749782569a156ed4f658,clean,clean,1,1,2,JOL,hygiene,Study1,F,Study Phase,90,Recall1,2511,Prolific
5e0a434b8676812de85037c3,shower,clean,0.166666667,0,2,JOL,hygiene,Study1,F,Study Phase,60,Recall1,4062,Prolific
61041a3b4159985f5294a436,clean,clean,1,1,2,JOL,hygiene,Study1,F,Study Phase,98,Recall1,1691,Prolific
62029a55ef1cb18a1337c61a,clean,clean,1,1,2,JOL,hygiene,Study1,F,Study Phase,40,Recall1,1748,Prolific
62d43cee3d60ac98c1dcacc8,clean,clean,1,1,2,JOL,hygiene,Study1,F,Study Phase,80,Recall1,6830,Prolific
630cc9747cb664e8a03c29f0,clean,clean,1,1,2,JOL,hygiene,Study1,F,Study Phase,70,Recall1,1953,Prolific
63a68daa57320319534db166,scalp,clean,0.6,0,2,JOL,hygiene,Study1,F,Study Phase,80,Recall1,12176,Prolific
63d82b2de40f94ceb14816cc,clean,clean,1,1,2,JOL,hygiene,Study1,F,Study Phase,70,Recall1,7014,Prolific
63d87d58ddc4d930bbc9568e,clean,clean,1,1,2,JOL,hygiene,Study1,F,Study Phase,75,Recall1,5184,Prolific
565c6791c121fe0012fc3caf,,rod,0,0,2,JOL,keys,Study1,U,Study Phase,10,Recall1,3139,Prolific
58ed7f5aac62dc00019366a9,car,rod,0.333333333,0,2,JOL,keys,Study1,U,Study Phase,1,Recall1,3908,Prolific
5c0dbb9b9166290001253342,,rod,0,0,2,JOL,keys,Study1,U,Study Phase,0,Recall1,4672,Prolific
5dd0749782569a156ed4f658,meat,rod,0,0,2,JOL,keys,Study1,U,Study Phase,30,Recall1,4039,Prolific
5e0a434b8676812de85037c3,shed,rod,0.25,0,2,JOL,keys,Study1,U,Study Phase,30,Recall1,7189,Prolific
61041a3b4159985f5294a436,meat,rod,0,0,2,JOL,keys,Study1,U,Study Phase,8,Recall1,2892,Prolific
62029a55ef1cb18a1337c61a,,rod,0,0,2,JOL,keys,Study1,U,Study Phase,0,Recall1,1585,Prolific
62d43cee3d60ac98c1dcacc8,car,rod,0.333333333,0,2,JOL,keys,Study1,U,Study Phase,1,Recall1,8526,Prolific
630cc9747cb664e8a03c29f0,ring,rod,0.25,0,2,JOL,keys,Study1,U,Study Phase,15,Recall1,4129,Prolific
63a68daa57320319534db166,steak,rod,0,0,2,JOL,keys,Study1,U,Study Phase,32,Recall1,6896,Prolific
63d82b2de40f94ceb14816cc,,rod,0,0,2,JOL,keys,Study1,U,Study Phase,5,Recall1,6160,Prolific
63d87d58ddc4d930bbc9568e,rod,rod,1,1,2,JOL,keys,Study1,U,Study Phase,13,Recall1,6796,Prolific
565c6791c121fe0012fc3caf,king,stripes,0.142857143,0,2,JOL,lion,Study1,M,Study Phase,0,Recall1,3048,Prolific
58ed7f5aac62dc00019366a9,mane,stripes,0.142857143,0,2,JOL,lion,Study1,M,Study Phase,20,Recall1,2901,Prolific
5c0dbb9b9166290001253342,stripe,stripes,0.857142857,1,2,JOL,lion,Study1,M,Study Phase,50,Recall1,7455,Prolific
5dd0749782569a156ed4f658,stripes,stripes,1,1,2,JOL,lion,Study1,M,Study Phase,1,Recall1,2530,Prolific
5e0a434b8676812de85037c3,king,stripes,0.142857143,0,2,JOL,lion,Study1,M,Study Phase,40,Recall1,3764,Prolific
61041a3b4159985f5294a436,stripes,stripes,1,1,2,JOL,lion,Study1,M,Study Phase,20,Recall1,1989,Prolific
62029a55ef1cb18a1337c61a,stripes,stripes,1,1,2,JOL,lion,Study1,M,Study Phase,0,Recall1,2526,Prolific
62d43cee3d60ac98c1dcacc8,stripes,stripes,1,1,2,JOL,lion,Study1,M,Study Phase,5,Recall1,3373,Prolific
630cc9747cb664e8a03c29f0,stripes,stripes,1,1,2,JOL,lion,Study1,M,Study Phase,15,Recall1,5801,Prolific
63a68daa57320319534db166,stripes,stripes,1,1,2,JOL,lion,Study1,M,Study Phase,45,Recall1,6123,Prolific
63d82b2de40f94ceb14816cc,stripes,stripes,1,1,2,JOL,lion,Study1,M,Study Phase,25,Recall1,3159,Prolific
63d87d58ddc4d930bbc9568e,,stripes,0,0,2,JOL,lion,Study1,M,Study Phase,2,Recall1,2768,Prolific
565c6791c121fe0012fc3caf,,fiction,0,0,2,JOL,listen,Study1,U,Study Phase,0,Recall1,1614,Prolific
58ed7f5aac62dc00019366a9,sound,fiction,0.285714286,0,2,JOL,listen,Study1,U,Study Phase,2,Recall1,3266,Prolific
5c0dbb9b9166290001253342,,fiction,0,0,2,JOL,listen,Study1,U,Study Phase,0,Recall1,2205,Prolific
5dd0749782569a156ed4f658,,fiction,0,0,2,JOL,listen,Study1,U,Study Phase,30,Recall1,1545,Prolific
