"Username","Response.Response","Stimuli.Answer","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Procedure.Shuffle","Response.RT","Procedure.Shuffle.1"
"62877d5f6a054e53313ac916","pop","election",1,"Read","crackle","Study1","U","Study Phase",545,"Recall1"
"628e0063fa56e316da2a71cb","wagon","election",1,"Read","crackle","Study1","U","Study Phase",2217,"Recall1"
"631512727c23394ca21acbfb","","election",1,"Read","crackle","Study1","U","Study Phase",2190,"Recall1"
"63d7d95057d77b4c34b3afe8","election","election",1,"Read","crackle","Study1","U","Study Phase",7210,"Recall1"
"55b2d3f2fdf99b525bc839aa","card","card",1,"Read","credit","Study1","F","Study Phase",1112,"Recall1"
"56fc8248b5648e000fac9980","debit","card",1,"Read","credit","Study1","F","Study Phase",1136,"Recall1"
"5a8b1ee2000dab00018cc7cd","card","card",1,"Read","credit","Study1","F","Study Phase",5163,"Recall1"
"5d4225e01985380018375d83","card","card",1,"Read","credit","Study1","F","Study Phase",1184,"Recall1"
"5f79bca83a2eb65c0983816d","card","card",1,"Read","credit","Study1","F","Study Phase",1515,"Recall1"
"602454a47d0d7d121a1e444b","card","card",1,"Read","credit","Study1","F","Study Phase",3288,"Recall1"
"6107d8ee8bd9a035d04f6d98","","card",1,"Read","credit","Study1","F","Study Phase",1973,"Recall1"
"6172607a932e0b0c3523854d","card","card",1,"Read","credit","Study1","F","Study Phase",850,"Recall1"
"62877d5f6a054e53313ac916","card","card",1,"Read","credit","Study1","F","Study Phase",440,"Recall1"
"628e0063fa56e316da2a71cb","card","card",1,"Read","credit","Study1","F","Study Phase",1788,"Recall1"
"631512727c23394ca21acbfb","card","card",1,"Read","credit","Study1","F","Study Phase",1097,"Recall1"
"63d7d95057d77b4c34b3afe8","card","card",1,"Read","credit","Study1","F","Study Phase",1127,"Recall1"
"55b2d3f2fdf99b525bc839aa","more","bottle",1,"Read","cry","Study1","M","Study Phase",1459,"Recall1"
"56fc8248b5648e000fac9980","moan","bottle",1,"Read","cry","Study1","M","Study Phase",1391,"Recall1"
"5a8b1ee2000dab00018cc7cd","bottle","bottle",1,"Read","cry","Study1","M","Study Phase",11974,"Recall1"
"5d4225e01985380018375d83","sad","bottle",1,"Read","cry","Study1","M","Study Phase",1567,"Recall1"
"5f79bca83a2eb65c0983816d","tears","bottle",1,"Read","cry","Study1","M","Study Phase",3617,"Recall1"
"602454a47d0d7d121a1e444b","bottle","bottle",1,"Read","cry","Study1","M","Study Phase",3258,"Recall1"
"6107d8ee8bd9a035d04f6d98","tears","bottle",1,"Read","cry","Study1","M","Study Phase",2683,"Recall1"
"6172607a932e0b0c3523854d","tears","bottle",1,"Read","cry","Study1","M","Study Phase",770,"Recall1"
"62877d5f6a054e53313ac916","bottle","bottle",1,"Read","cry","Study1","M","Study Phase",532,"Recall1"
"628e0063fa56e316da2a71cb","bottle","bottle",1,"Read","cry","Study1","M","Study Phase",1891,"Recall1"
"631512727c23394ca21acbfb","","bottle",1,"Read","cry","Study1","M","Study Phase",1418,"Recall1"
"63d7d95057d77b4c34b3afe8","baby","bottle",1,"Read","cry","Study1","M","Study Phase",2134,"Recall1"
"55b2d3f2fdf99b525bc839aa","dark","dark",1,"Read","day","Study1","M","Study Phase",1296,"Recall1"
"56fc8248b5648e000fac9980","night","dark",1,"Read","day","Study1","M","Study Phase",1268,"Recall1"
"5a8b1ee2000dab00018cc7cd","dark","dark",1,"Read","day","Study1","M","Study Phase",7793,"Recall1"
"5d4225e01985380018375d83","night","dark",1,"Read","day","Study1","M","Study Phase",925,"Recall1"
"5f79bca83a2eb65c0983816d","week ","dark",1,"Read","day","Study1","M","Study Phase",1034,"Recall1"
"602454a47d0d7d121a1e444b","night","dark",1,"Read","day","Study1","M","Study Phase",1856,"Recall1"
"6107d8ee8bd9a035d04f6d98","","dark",1,"Read","day","Study1","M","Study Phase",2614,"Recall1"
"6172607a932e0b0c3523854d","night","dark",1,"Read","day","Study1","M","Study Phase",960,"Recall1"
"62877d5f6a054e53313ac916","time","dark",1,"Read","day","Study1","M","Study Phase",861,"Recall1"
"628e0063fa56e316da2a71cb","weaks","dark",1,"Read","day","Study1","M","Study Phase",1621,"Recall1"
"631512727c23394ca21acbfb","dawn","dark",1,"Read","day","Study1","M","Study Phase",1505,"Recall1"
"63d7d95057d77b4c34b3afe8","night","dark",1,"Read","day","Study1","M","Study Phase",2231,"Recall1"
"55b2d3f2fdf99b525bc839aa","bang","bang",1,"Read","fuzzy","Study1","U","Study Phase",930,"Recall1"
"56fc8248b5648e000fac9980","dice","bang",1,"Read","fuzzy","Study1","U","Study Phase",1395,"Recall1"
"5a8b1ee2000dab00018cc7cd","bangs","bang",1,"Read","fuzzy","Study1","U","Study Phase",5717,"Recall1"
"5d4225e01985380018375d83","warm","bang",1,"Read","fuzzy","Study1","U","Study Phase",1116,"Recall1"
"5f79bca83a2eb65c0983816d","hairy","bang",1,"Read","fuzzy","Study1","U","Study Phase",1168,"Recall1"
"602454a47d0d7d121a1e444b","soft","bang",1,"Read","fuzzy","Study1","U","Study Phase",2428,"Recall1"
"6107d8ee8bd9a035d04f6d98","","bang",1,"Read","fuzzy","Study1","U","Study Phase",1679,"Recall1"
"6172607a932e0b0c3523854d","bear","bang",1,"Read","fuzzy","Study1","U","Study Phase",881,"Recall1"
"62877d5f6a054e53313ac916","image","bang",1,"Read","fuzzy","Study1","U","Study Phase",508,"Recall1"
"628e0063fa56e316da2a71cb","peach","bang",1,"Read","fuzzy","Study1","U","Study Phase",1999,"Recall1"
"631512727c23394ca21acbfb","","bang",1,"Read","fuzzy","Study1","U","Study Phase",1045,"Recall1"
"63d7d95057d77b4c34b3afe8","wood","bang",1,"Read","fuzzy","Study1","U","Study Phase",2380,"Recall1"
"55b2d3f2fdf99b525bc839aa","steak","steak",1,"Read","give","Study1","U","Study Phase",1276,"Recall1"
"56fc8248b5648e000fac9980","hug","steak",1,"Read","give","Study1","U","Study Phase",1012,"Recall1"
"5a8b1ee2000dab00018cc7cd","take","steak",1,"Read","give","Study1","U","Study Phase",5197,"Recall1"
"5d4225e01985380018375d83","take","steak",1,"Read","give","Study1","U","Study Phase",1485,"Recall1"
"5f79bca83a2eb65c0983816d","take ","steak",1,"Read","give","Study1","U","Study Phase",1201,"Recall1"
"602454a47d0d7d121a1e444b","take","steak",1,"Read","give","Study1","U","Study Phase",2190,"Recall1"
"6107d8ee8bd9a035d04f6d98","","steak",1,"Read","give","Study1","U","Study Phase",1652,"Recall1"
"6172607a932e0b0c3523854d","thanks","steak",1,"Read","give","Study1","U","Study Phase",1346,"Recall1"
"62877d5f6a054e53313ac916","present","steak",1,"Read","give","Study1","U","Study Phase",608,"Recall1"
"628e0063fa56e316da2a71cb","","steak",1,"Read","give","Study1","U","Study Phase",2168,"Recall1"
"631512727c23394ca21acbfb","take","steak",1,"Read","give","Study1","U","Study Phase",2070,"Recall1"
"63d7d95057d77b4c34b3afe8","take","steak",1,"Read","give","Study1","U","Study Phase",4693,"Recall1"
"55b2d3f2fdf99b525bc839aa","soft","cotton",1,"Read","hard","Study1","M","Study Phase",965,"Recall1"
"56fc8248b5648e000fac9980","soda","cotton",1,"Read","hard","Study1","M","Study Phase",1506,"Recall1"
"5a8b1ee2000dab00018cc7cd","","cotton",1,"Read","hard","Study1","M","Study Phase",7630,"Recall1"
"5d4225e01985380018375d83","soft","cotton",1,"Read","hard","Study1","M","Study Phase",9588,"Recall1"
"5f79bca83a2eb65c0983816d","tough ","cotton",1,"Read","hard","Study1","M","Study Phase",2823,"Recall1"
"602454a47d0d7d121a1e444b","soft","cotton",1,"Read","hard","Study1","M","Study Phase",2966,"Recall1"
"6107d8ee8bd9a035d04f6d98","","cotton",1,"Read","hard","Study1","M","Study Phase",1300,"Recall1"
"6172607a932e0b0c3523854d","brick","cotton",1,"Read","hard","Study1","M","Study Phase",908,"Recall1"
"62877d5f6a054e53313ac916","shell","cotton",1,"Read","hard","Study1","M","Study Phase",421,"Recall1"
"628e0063fa56e316da2a71cb","cotton","cotton",1,"Read","hard","Study1","M","Study Phase",1505,"Recall1"
"631512727c23394ca21acbfb","","cotton",1,"Read","hard","Study1","M","Study Phase",1413,"Recall1"
"63d7d95057d77b4c34b3afe8","cotton","cotton",1,"Read","hard","Study1","M","Study Phase",1969,"Recall1"
"55b2d3f2fdf99b525bc839aa","meat","wheel",1,"Read","horse","Study1","M","Study Phase",1022,"Recall1"
"56fc8248b5648e000fac9980","cow","wheel",1,"Read","horse","Study1","M","Study Phase",2039,"Recall1"
"5a8b1ee2000dab00018cc7cd","wheel","wheel",1,"Read","horse","Study1","M","Study Phase",5079,"Recall1"
"5d4225e01985380018375d83","animal","wheel",1,"Read","horse","Study1","M","Study Phase",1327,"Recall1"
"5f79bca83a2eb65c0983816d","mule","wheel",1,"Read","horse","Study1","M","Study Phase",1891,"Recall1"
"602454a47d0d7d121a1e444b","fly","wheel",1,"Read","horse","Study1","M","Study Phase",2272,"Recall1"
"6107d8ee8bd9a035d04f6d98","","wheel",1,"Read","horse","Study1","M","Study Phase",2140,"Recall1"
"6172607a932e0b0c3523854d","farm","wheel",1,"Read","horse","Study1","M","Study Phase",945,"Recall1"
"62877d5f6a054e53313ac916","wagon","wheel",1,"Read","horse","Study1","M","Study Phase",495,"Recall1"
"628e0063fa56e316da2a71cb","wheel","wheel",1,"Read","horse","Study1","M","Study Phase",1530,"Recall1"
"631512727c23394ca21acbfb","wheel","wheel",1,"Read","horse","Study1","M","Study Phase",1538,"Recall1"
"63d7d95057d77b4c34b3afe8","wheel","wheel",1,"Read","horse","Study1","M","Study Phase",1763,"Recall1"
"55b2d3f2fdf99b525bc839aa","clean","clean",1,"Read","hygiene","Study1","F","Study Phase",838,"Recall1"
"56fc8248b5648e000fac9980","dentist","clean",1,"Read","hygiene","Study1","F","Study Phase",1072,"Recall1"
"5a8b1ee2000dab00018cc7cd","clean","clean",1,"Read","hygiene","Study1","F","Study Phase",6982,"Recall1"
"5d4225e01985380018375d83","wash","clean",1,"Read","hygiene","Study1","F","Study Phase",1110,"Recall1"
"5f79bca83a2eb65c0983816d","wash","clean",1,"Read","hygiene","Study1","F","Study Phase",1277,"Recall1"
"602454a47d0d7d121a1e444b","clean","clean",1,"Read","hygiene","Study1","F","Study Phase",2994,"Recall1"
"6107d8ee8bd9a035d04f6d98","","clean",1,"Read","hygiene","Study1","F","Study Phase",1375,"Recall1"
"6172607a932e0b0c3523854d","shower","clean",1,"Read","hygiene","Study1","F","Study Phase",757,"Recall1"
"62877d5f6a054e53313ac916","toothbrush","clean",1,"Read","hygiene","Study1","F","Study Phase",1301,"Recall1"
"628e0063fa56e316da2a71cb","toothbrush","clean",1,"Read","hygiene","Study1","F","Study Phase",1252,"Recall1"
"631512727c23394ca21acbfb","clean","clean",1,"Read","hygiene","Study1","F","Study Phase",1504,"Recall1"
"63d7d95057d77b4c34b3afe8","clean","clean",1,"Read","hygiene","Study1","F","Study Phase",4819,"Recall1"
"55b2d3f2fdf99b525bc839aa","rod","rod",1,"Read","keys","Study1","U","Study Phase",1131,"Recall1"
"56fc8248b5648e000fac9980","money","rod",1,"Read","keys","Study1","U","Study Phase",1956,"Recall1"
"5a8b1ee2000dab00018cc7cd","rod","rod",1,"Read","keys","Study1","U","Study Phase",7525,"Recall1"
"5d4225e01985380018375d83","door","rod",1,"Read","keys","Study1","U","Study Phase",2474,"Recall1"
"5f79bca83a2eb65c0983816d","ring","rod",1,"Read","keys","Study1","U","Study Phase",1319,"Recall1"
"602454a47d0d7d121a1e444b","open","rod",1,"Read","keys","Study1","U","Study Phase",2787,"Recall1"
"6107d8ee8bd9a035d04f6d98","","rod",1,"Read","keys","Study1","U","Study Phase",1493,"Recall1"
"6172607a932e0b0c3523854d","ring","rod",1,"Read","keys","Study1","U","Study Phase",588,"Recall1"
"62877d5f6a054e53313ac916","stool","rod",1,"Read","keys","Study1","U","Study Phase",669,"Recall1"
"628e0063fa56e316da2a71cb","meat","rod",1,"Read","keys","Study1","U","Study Phase",2294,"Recall1"
"631512727c23394ca21acbfb","meat","rod",1,"Read","keys","Study1","U","Study Phase",2141,"Recall1"
"63d7d95057d77b4c34b3afe8","meat","rod",1,"Read","keys","Study1","U","Study Phase",2488,"Recall1"
"55b2d3f2fdf99b525bc839aa","tiger","stripes",1,"Read","lion","Study1","M","Study Phase",807,"Recall1"
"56fc8248b5648e000fac9980","cub","stripes",1,"Read","lion","Study1","M","Study Phase",1002,"Recall1"
"5a8b1ee2000dab00018cc7cd","stripes","stripes",1,"Read","lion","Study1","M","Study Phase",8078,"Recall1"
"5d4225e01985380018375d83","king","stripes",1,"Read","lion","Study1","M","Study Phase",1306,"Recall1"
"5f79bca83a2eb65c0983816d","cat","stripes",1,"Read","lion","Study1","M","Study Phase",1629,"Recall1"
"602454a47d0d7d121a1e444b","roar","stripes",1,"Read","lion","Study1","M","Study Phase",2193,"Recall1"
"6107d8ee8bd9a035d04f6d98","","stripes",1,"Read","lion","Study1","M","Study Phase",2092,"Recall1"
"6172607a932e0b0c3523854d","stripes","stripes",1,"Read","lion","Study1","M","Study Phase",1128,"Recall1"
"62877d5f6a054e53313ac916","cat","stripes",1,"Read","lion","Study1","M","Study Phase",422,"Recall1"
"628e0063fa56e316da2a71cb","stripes","stripes",1,"Read","lion","Study1","M","Study Phase",1406,"Recall1"
"631512727c23394ca21acbfb","","stripes",1,"Read","lion","Study1","M","Study Phase",1355,"Recall1"
"63d7d95057d77b4c34b3afe8","stripes","stripes",1,"Read","lion","Study1","M","Study Phase",2678,"Recall1"
"55b2d3f2fdf99b525bc839aa","fiction","fiction",1,"Read","listen","Study1","U","Study Phase",894,"Recall1"
"56fc8248b5648e000fac9980","hear","fiction",1,"Read","listen","Study1","U","Study Phase",2301,"Recall1"
"5a8b1ee2000dab00018cc7cd","spaek","fiction",1,"Read","listen","Study1","U","Study Phase",8852,"Recall1"
"5d4225e01985380018375d83","sound","fiction",1,"Read","listen","Study1","U","Study Phase",1459,"Recall1"
"5f79bca83a2eb65c0983816d","sound ","fiction",1,"Read","listen","Study1","U","Study Phase",1204,"Recall1"
"602454a47d0d7d121a1e444b","ignore","fiction",1,"Read","listen","Study1","U","Study Phase",2697,"Recall1"
"6107d8ee8bd9a035d04f6d98","","fiction",1,"Read","listen","Study1","U","Study Phase",1649,"Recall1"
"6172607a932e0b0c3523854d","hear","fiction",1,"Read","listen","Study1","U","Study Phase",1087,"Recall1"
"62877d5f6a054e53313ac916","speak","fiction",1,"Read","listen","Study1","U","Study Phase",613,"Recall1"
"628e0063fa56e316da2a71cb","","fiction",1,"Read","listen","Study1","U","Study Phase",2114,"Recall1"
"631512727c23394ca21acbfb","","fiction",1,"Read","listen","Study1","U","Study Phase",1520,"Recall1"
"63d7d95057d77b4c34b3afe8","hear","fiction",1,"Read","listen","Study1","U","Study Phase",1841,"Recall1"
"55b2d3f2fdf99b525bc839aa","trash","trash",1,"Read","litter","Study1","F","Study Phase",3842,"Recall1"
"56fc8248b5648e000fac9980","trash","trash",1,"Read","litter","Study1","F","Study Phase",1148,"Recall1"
"5a8b1ee2000dab00018cc7cd","trash","trash",1,"Read","litter","Study1","F","Study Phase",11774,"Recall1"
"5d4225e01985380018375d83","trash","trash",1,"Read","litter","Study1","F","Study Phase",2574,"Recall1"
"5f79bca83a2eb65c0983816d","box","trash",1,"Read","litter","Study1","F","Study Phase",3235,"Recall1"
"602454a47d0d7d121a1e444b","trash","trash",1,"Read","litter","Study1","F","Study Phase",2215,"Recall1"
"6107d8ee8bd9a035d04f6d98","","trash",1,"Read","litter","Study1","F","Study Phase",2084,"Recall1"
"6172607a932e0b0c3523854d","trash","trash",1,"Read","litter","Study1","F","Study Phase",1080,"Recall1"
"62877d5f6a054e53313ac916","trash","trash",1,"Read","litter","Study1","F","Study Phase",518,"Recall1"
"628e0063fa56e316da2a71cb","","trash",1,"Read","litter","Study1","F","Study Phase",1561,"Recall1"
"631512727c23394ca21acbfb","","trash",1,"Read","litter","Study1","F","Study Phase",2842,"Recall1"
"63d7d95057d77b4c34b3afe8","cat","trash",1,"Read","litter","Study1","F","Study Phase",2124,"Recall1"
"55b2d3f2fdf99b525bc839aa","bird","phone",1,"Read","maze","Study1","U","Study Phase",1263,"Recall1"
"56fc8248b5648e000fac9980","lost","phone",1,"Read","maze","Study1","U","Study Phase",1295,"Recall1"
"5a8b1ee2000dab00018cc7cd","phone","phone",1,"Read","maze","Study1","U","Study Phase",18897,"Recall1"
"5d4225e01985380018375d83","runner","phone",1,"Read","maze","Study1","U","Study Phase",3702,"Recall1"
"5f79bca83a2eb65c0983816d","phone ","phone",1,"Read","maze","Study1","U","Study Phase",1046,"Recall1"
"602454a47d0d7d121a1e444b","scary","phone",1,"Read","maze","Study1","U","Study Phase",2866,"Recall1"
"6107d8ee8bd9a035d04f6d98","","phone",1,"Read","maze","Study1","U","Study Phase",1505,"Recall1"
"6172607a932e0b0c3523854d","corn","phone",1,"Read","maze","Study1","U","Study Phase",550,"Recall1"
"62877d5f6a054e53313ac916","solve","phone",1,"Read","maze","Study1","U","Study Phase",544,"Recall1"
"628e0063fa56e316da2a71cb","corn","phone",1,"Read","maze","Study1","U","Study Phase",1536,"Recall1"
"631512727c23394ca21acbfb","phone","phone",1,"Read","maze","Study1","U","Study Phase",1273,"Recall1"
"63d7d95057d77b4c34b3afe8","phone","phone",1,"Read","maze","Study1","U","Study Phase",1702,"Recall1"
"55b2d3f2fdf99b525bc839aa","eat","keys",1,"Read","meat","Study1","U","Study Phase",8745,"Recall1"
