Item,Trial Type,Max Time,Min Time,Text,Procedure Notes,Shuffle,
50,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
51,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
52,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
53,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
54,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
55,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
56,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
57,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
58,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
59,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
60,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
61,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
62,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
63,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
64,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
65,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
66,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
67,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
68,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
69,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
70,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
71,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
72,Likert,User,1,Was this item previously studied? ,Presented,Recog,1::2
73,Likert,User,1,Was this item previously studied? ,Presented,Recog,1::2
74,Likert,User,1,Was this item previously studied? ,Presented,Recog,1::2
75,Likert,User,1,Was this item previously studied? ,Presented,Recog,1::2
76,Likert,User,1,Was this item previously studied? ,Presented,Recog,1::2
77,Likert,User,1,Was this item previously studied? ,Presented,Recog,1::2
78,Likert,User,1,Was this item previously studied? ,Presented,Recog,1::2
79,Likert,User,1,Was this item previously studied? ,Presented,Recog,1::2
80,Likert,User,1,Was this item previously studied? ,Presented,Recog,1::2
81,Likert,User,1,Was this item previously studied? ,Presented,Recog,1::2
82,Likert,User,1,Was this item previously studied? ,Presented,Recog,1::2
83,Likert,User,1,Was this item previously studied? ,Presented,Recog,1::2
84,Likert,User,1,Was this item previously studied? ,Presented,Recog,1::2
85,Likert,User,1,Was this item previously studied? ,Presented,Recog,1::2
86,Likert,User,1,Was this item previously studied? ,Presented,Recog,1::2
87,Likert,User,1,Was this item previously studied? ,Presented,Recog,1::2
88,Likert,User,1,Was this item previously studied? ,Presented,Recog,1::2
89,Likert,User,1,Was this item previously studied? ,Presented,Recog,1::2
90,Likert,User,1,Was this item previously studied? ,Presented,Recog,1::2
91,Likert,User,1,Was this item previously studied? ,Presented,Recog,1::2
92,Likert,User,1,Was this item previously studied? ,Presented,Recog,1::2
93,Likert,User,1,Was this item previously studied? ,Presented,Recog,1::2
94,Likert,User,1,Was this item previously studied? ,Presented,Recog,1::2
95,Likert,User,1,Was this item previously studied? ,Presented,Recog,1::2
96,Likert,User,1,Was this item previously studied? ,Presented,Recog,1::2
97,Likert,User,1,Was this item previously studied? ,Presented,Recog,1::2
98,Likert,User,1,Was this item previously studied? ,Presented,Recog,1::2
99,Likert,User,1,Was this item previously studied? ,Presented,Recog,1::2
100,Likert,User,1,Was this item previously studied? ,Presented,Recog,1::2
101,Likert,User,1,Was this item previously studied? ,Presented,Recog,1::2
0,Instruct,User,-,You have completed this section. Please press Enter.,,Instruct7,
0,Instruct,User,-,The following screen will ask you a few questions abour your experience today. You must complete these questions to receive credit.,,Instruct8,
