Item,Trial Type,Max Time,Min Time,Text,Procedure Notes,Shuffle,
69,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
70,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
71,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
72,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
73,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
74,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
75,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
76,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
77,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
78,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
79,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
80,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
81,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
82,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
83,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
84,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
85,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
86,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
87,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
88,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
89,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
90,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
91,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
92,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
93,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
94,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
95,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
96,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
97,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
98,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
99,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
100,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
101,Likert,User,1,Was this item previously studied? ,CONTROL,Recog,1::2
102,Likert,User,1,Was this item previously studied? ,PRESENTED,Recog,1::2
103,Likert,User,2,Was this item previously studied? ,PRESENTED,Recog,1::2
104,Likert,User,3,Was this item previously studied? ,PRESENTED,Recog,1::2
105,Likert,User,4,Was this item previously studied? ,PRESENTED,Recog,1::2
106,Likert,User,5,Was this item previously studied? ,PRESENTED,Recog,1::2
107,Likert,User,6,Was this item previously studied? ,PRESENTED,Recog,1::2
108,Likert,User,7,Was this item previously studied? ,PRESENTED,Recog,1::2
109,Likert,User,8,Was this item previously studied? ,PRESENTED,Recog,1::2
110,Likert,User,9,Was this item previously studied? ,PRESENTED,Recog,1::2
111,Likert,User,10,Was this item previously studied? ,PRESENTED,Recog,1::2
112,Likert,User,11,Was this item previously studied? ,PRESENTED,Recog,1::2
113,Likert,User,12,Was this item previously studied? ,PRESENTED,Recog,1::2
114,Likert,User,13,Was this item previously studied? ,PRESENTED,Recog,1::2
115,Likert,User,14,Was this item previously studied? ,PRESENTED,Recog,1::2
116,Likert,User,15,Was this item previously studied? ,PRESENTED,Recog,1::2
117,Likert,User,16,Was this item previously studied? ,PRESENTED,Recog,1::2
118,Likert,User,17,Was this item previously studied? ,PRESENTED,Recog,1::2
119,Likert,User,18,Was this item previously studied? ,PRESENTED,Recog,1::2
120,Likert,User,19,Was this item previously studied? ,PRESENTED,Recog,1::2
121,Likert,User,20,Was this item previously studied? ,PRESENTED,Recog,1::2
122,Likert,User,21,Was this item previously studied? ,PRESENTED,Recog,1::2
123,Likert,User,22,Was this item previously studied? ,PRESENTED,Recog,1::2
124,Likert,User,23,Was this item previously studied? ,PRESENTED,Recog,1::2
125,Likert,User,24,Was this item previously studied? ,PRESENTED,Recog,1::2
126,Likert,User,25,Was this item previously studied? ,PRESENTED,Recog,1::2
127,Likert,User,26,Was this item previously studied? ,PRESENTED,Recog,1::2
128,Likert,User,27,Was this item previously studied? ,PRESENTED,Recog,1::2
129,Likert,User,28,Was this item previously studied? ,PRESENTED,Recog,1::2
130,Likert,User,29,Was this item previously studied? ,PRESENTED,Recog,1::2
131,Likert,User,30,Was this item previously studied? ,PRESENTED,Recog,1::2
132,Likert,User,31,Was this item previously studied? ,PRESENTED,Recog,1::2
133,Likert,User,32,Was this item previously studied? ,PRESENTED,Recog,1::2
134,Likert,User,33,Was this item previously studied? ,PRESENTED,Recog,1::2
135,Likert,User,34,Was this item previously studied? ,PRESENTED,Recog,1::2
136,Likert,User,35,Was this item previously studied? ,PRESENTED,Recog,1::2
137,Likert,User,36,Was this item previously studied? ,PRESENTED,Recog,1::2
138,Likert,User,37,Was this item previously studied? ,PRESENTED,Recog,1::2
139,Likert,User,38,Was this item previously studied? ,PRESENTED,Recog,1::2
140,Likert,User,39,Was this item previously studied? ,PRESENTED,Recog,1::2
141,Likert,User,40,Was this item previously studied? ,PRESENTED,Recog,1::2
142,Likert,User,41,Was this item previously studied? ,PRESENTED,Recog,1::2
143,Likert,User,42,Was this item previously studied? ,PRESENTED,Recog,1::2
144,Likert,User,43,Was this item previously studied? ,PRESENTED,Recog,1::2
145,Likert,User,44,Was this item previously studied? ,PRESENTED,Recog,1::2
146,Likert,User,45,Was this item previously studied? ,PRESENTED,Recog,1::2
0,Instruct,User,-,You have completed this section. Please press Enter.,,Instruct7,
0,Instruct,User,-,The following screen will ask you a few questions abour your experience today. You must complete these questions to receive credit.,,Instruct8,
