id,Response,key,percent_match,Scored,Condition.Number,Condition.Description,Stimuli.Cue,Stimuli.Shuffle,Stimuli.Stimuli.Notes,Procedure.Shuffle,Response.JOL,Procedure.Shuffle.1,Response.RT,Platform
w10098759_caa,soft,cotton,0.333333333,0,2,JOL,hard,Study1,M,Study Phase,0,Recall1,4195,USM
w10128905_IAT,cotton,cotton,1,1,2,JOL,hard,Study1,M,Study Phase,25,Recall1,2427,USM
w10136452dns,cotton,cotton,1,1,2,JOL,hard,Study1,M,Study Phase,100,Recall1,3392,USM
w10150573_kaj,,cotton,0,0,2,JOL,hard,Study1,M,Study Phase,0,Recall1,1229,USM
W10156412_WAGR,cotton,cotton,1,1,2,JOL,hard,Study1,M,Study Phase,5,Recall1,4164,USM
w10162630_CAG,,cotton,0,0,2,JOL,hard,Study1,M,Study Phase,10,Recall1,840,USM
w821455_akg,cotton,cotton,1,1,2,JOL,hard,Study1,M,Study Phase,0,Recall1,17357,USM
w963035,soft,cotton,0.333333333,0,2,JOL,hard,Study1,M,Study Phase,0,Recall1,3922,USM
10066214OD,wing,wheel,0.2,0,2,JOL,horse,Study1,M,Study Phase,10,Recall1,3630,USM
w100152402_MKT,buggy,wheel,0,0,2,JOL,horse,Study1,M,Study Phase,50,Recall1,2594,USM
w10042654_kw,hair,wheel,0.2,0,2,JOL,horse,Study1,M,Study Phase,35,Recall1,5686,USM
w10090906KM,shoe,wheel,0.4,0,2,JOL,horse,Study1,M,Study Phase,15,Recall1,5815,USM
w10098759_caa,rids,wheel,0,0,2,JOL,horse,Study1,M,Study Phase,0,Recall1,5161,USM
w10128905_IAT,wheel,wheel,1,1,2,JOL,horse,Study1,M,Study Phase,35,Recall1,2284,USM
w10136452dns,mule,wheel,0.4,0,2,JOL,horse,Study1,M,Study Phase,50,Recall1,3065,USM
w10150573_kaj,,wheel,0,0,2,JOL,horse,Study1,M,Study Phase,10,Recall1,2602,USM
W10156412_WAGR,wheel,wheel,1,1,2,JOL,horse,Study1,M,Study Phase,55,Recall1,3913,USM
w10162630_CAG,,wheel,0,0,2,JOL,horse,Study1,M,Study Phase,10,Recall1,1295,USM
w821455_akg,wheel,wheel,1,1,2,JOL,horse,Study1,M,Study Phase,50,Recall1,2192,USM
w963035,wagne,wheel,0.4,0,2,JOL,horse,Study1,M,Study Phase,0,Recall1,5695,USM
10066214OD,clean,clean,1,1,2,JOL,hygiene,Study1,F,Study Phase,89,Recall1,2230,USM
w100152402_MKT,clean,clean,1,1,2,JOL,hygiene,Study1,F,Study Phase,80,Recall1,2015,USM
w10042654_kw,clean,clean,1,1,2,JOL,hygiene,Study1,F,Study Phase,89,Recall1,5160,USM
w10090906KM,clean,clean,1,1,2,JOL,hygiene,Study1,F,Study Phase,95,Recall1,3807,USM
w10098759_caa,clean,clean,1,1,2,JOL,hygiene,Study1,F,Study Phase,90,Recall1,2135,USM
w10128905_IAT,clean,clean,1,1,2,JOL,hygiene,Study1,F,Study Phase,80,Recall1,1870,USM
w10136452dns,clean,clean,1,1,2,JOL,hygiene,Study1,F,Study Phase,100,Recall1,2243,USM
w10150573_kaj,clean,clean,1,1,2,JOL,hygiene,Study1,F,Study Phase,90,Recall1,2830,USM
W10156412_WAGR,clean,clean,1,1,2,JOL,hygiene,Study1,F,Study Phase,90,Recall1,2284,USM
w10162630_CAG,,clean,0,0,2,JOL,hygiene,Study1,F,Study Phase,10,Recall1,1530,USM
w821455_akg,clean,clean,1,1,2,JOL,hygiene,Study1,F,Study Phase,85,Recall1,31795,USM
w963035,clean,clean,1,1,2,JOL,hygiene,Study1,F,Study Phase,100,Recall1,1780,USM
10066214OD,scooter,rod,0.285714286,0,2,JOL,keys,Study1,U,Study Phase,0,Recall1,2865,USM
w100152402_MKT,start,rod,0.2,0,2,JOL,keys,Study1,U,Study Phase,20,Recall1,2809,USM
w10042654_kw,ring,rod,0.25,0,2,JOL,keys,Study1,U,Study Phase,10,Recall1,6886,USM
w10090906KM,,rod,0,0,2,JOL,keys,Study1,U,Study Phase,15,Recall1,12053,USM
w10098759_caa,dirty,rod,0.4,0,2,JOL,keys,Study1,U,Study Phase,0,Recall1,3700,USM
w10128905_IAT,rod,rod,1,1,2,JOL,keys,Study1,U,Study Phase,15,Recall1,3104,USM
w10136452dns,,rod,0,0,2,JOL,keys,Study1,U,Study Phase,30,Recall1,2242,USM
w10150573_kaj,,rod,0,0,2,JOL,keys,Study1,U,Study Phase,0,Recall1,4175,USM
W10156412_WAGR,rod,rod,1,1,2,JOL,keys,Study1,U,Study Phase,5,Recall1,2010,USM
w10162630_CAG,rod,rod,1,1,2,JOL,keys,Study1,U,Study Phase,0,Recall1,1478,USM
w821455_akg,ring,rod,0.25,0,2,JOL,keys,Study1,U,Study Phase,5,Recall1,41354,USM
w963035,ring,rod,0.25,0,2,JOL,keys,Study1,U,Study Phase,0,Recall1,3345,USM
10066214OD,stripes,stripes,1,1,2,JOL,lion,Study1,M,Study Phase,9,Recall1,2839,USM
w100152402_MKT,stripes,stripes,1,1,2,JOL,lion,Study1,M,Study Phase,90,Recall1,4275,USM
w10042654_kw,stripes,stripes,1,1,2,JOL,lion,Study1,M,Study Phase,40,Recall1,3553,USM
w10090906KM,stripes,stripes,1,1,2,JOL,lion,Study1,M,Study Phase,35,Recall1,3546,USM
w10098759_caa,stripes,stripes,1,1,2,JOL,lion,Study1,M,Study Phase,6,Recall1,5144,USM
w10128905_IAT,stripes,stripes,1,1,2,JOL,lion,Study1,M,Study Phase,30,Recall1,2983,USM
w10136452dns,stripes,stripes,1,1,2,JOL,lion,Study1,M,Study Phase,25,Recall1,3634,USM
w10150573_kaj,stripes,stripes,1,1,2,JOL,lion,Study1,M,Study Phase,20,Recall1,2550,USM
W10156412_WAGR,stripes,stripes,1,1,2,JOL,lion,Study1,M,Study Phase,5,Recall1,2355,USM
w10162630_CAG,stripes,stripes,1,1,2,JOL,lion,Study1,M,Study Phase,10,Recall1,2322,USM
w821455_akg,stripes,stripes,1,1,2,JOL,lion,Study1,M,Study Phase,35,Recall1,3399,USM
w963035,strips,stripes,0.857142857,1,2,JOL,lion,Study1,M,Study Phase,0,Recall1,3824,USM
10066214OD,ear,fiction,0,0,2,JOL,listen,Study1,U,Study Phase,4,Recall1,2826,USM
w100152402_MKT,speak,fiction,0,0,2,JOL,listen,Study1,U,Study Phase,40,Recall1,2511,USM
w10042654_kw,learn,fiction,0.142857143,0,2,JOL,listen,Study1,U,Study Phase,42,Recall1,6195,USM
w10090906KM,,fiction,0,0,2,JOL,listen,Study1,U,Study Phase,25,Recall1,21477,USM
w10098759_caa,quiet,fiction,0.285714286,0,2,JOL,listen,Study1,U,Study Phase,15,Recall1,2846,USM
w10128905_IAT,talk,fiction,0.142857143,0,2,JOL,listen,Study1,U,Study Phase,20,Recall1,4683,USM
w10136452dns,speak,fiction,0,0,2,JOL,listen,Study1,U,Study Phase,40,Recall1,3108,USM
w10150573_kaj,,fiction,0,0,2,JOL,listen,Study1,U,Study Phase,0,Recall1,1413,USM
W10156412_WAGR,,fiction,0,0,2,JOL,listen,Study1,U,Study Phase,10,Recall1,4005,USM
w10162630_CAG,,fiction,0,0,2,JOL,listen,Study1,U,Study Phase,10,Recall1,1303,USM
w821455_akg,hear,fiction,0,0,2,JOL,listen,Study1,U,Study Phase,10,Recall1,68723,USM
w963035,ear,fiction,0,0,2,JOL,listen,Study1,U,Study Phase,0,Recall1,2148,USM
10066214OD,trash,trash,1,1,2,JOL,litter,Study1,F,Study Phase,90,Recall1,1998,USM
w100152402_MKT,trash,trash,1,1,2,JOL,litter,Study1,F,Study Phase,70,Recall1,2764,USM
w10042654_kw,dispose,trash,0.142857143,0,2,JOL,litter,Study1,F,Study Phase,80,Recall1,4636,USM
w10090906KM,trash,trash,1,1,2,JOL,litter,Study1,F,Study Phase,95,Recall1,5404,USM
w10098759_caa,trash,trash,1,1,2,JOL,litter,Study1,F,Study Phase,96,Recall1,3772,USM
w10128905_IAT,trash,trash,1,1,2,JOL,litter,Study1,F,Study Phase,70,Recall1,2070,USM
w10136452dns,trash,trash,1,1,2,JOL,litter,Study1,F,Study Phase,100,Recall1,2180,USM
w10150573_kaj,trash,trash,1,1,2,JOL,litter,Study1,F,Study Phase,30,Recall1,2145,USM
W10156412_WAGR,,trash,0,0,2,JOL,litter,Study1,F,Study Phase,84,Recall1,3487,USM
w10162630_CAG,,trash,0,0,2,JOL,litter,Study1,F,Study Phase,10,Recall1,695,USM
w821455_akg,trash,trash,1,1,2,JOL,litter,Study1,F,Study Phase,65,Recall1,32018,USM
w963035,trash,trash,1,1,2,JOL,litter,Study1,F,Study Phase,100,Recall1,2851,USM
10066214OD,corn ,phone,0.4,0,2,JOL,maze,Study1,U,Study Phase,5,Recall1,4907,USM
w100152402_MKT,corn,phone,0.4,0,2,JOL,maze,Study1,U,Study Phase,10,Recall1,1888,USM
w10042654_kw,hand,phone,0.4,0,2,JOL,maze,Study1,U,Study Phase,5,Recall1,3863,USM
w10090906KM,house,phone,0.6,0,2,JOL,maze,Study1,U,Study Phase,25,Recall1,15665,USM
w10098759_caa,phone,phone,1,1,2,JOL,maze,Study1,U,Study Phase,0,Recall1,2213,USM
w10128905_IAT,phone,phone,1,1,2,JOL,maze,Study1,U,Study Phase,10,Recall1,2372,USM
w10136452dns,,phone,0,0,2,JOL,maze,Study1,U,Study Phase,0,Recall1,1403,USM
w10150573_kaj,,phone,0,0,2,JOL,maze,Study1,U,Study Phase,0,Recall1,1662,USM
W10156412_WAGR,,phone,0,0,2,JOL,maze,Study1,U,Study Phase,0,Recall1,7596,USM
w10162630_CAG,,phone,0,0,2,JOL,maze,Study1,U,Study Phase,20,Recall1,666,USM
w821455_akg,phone,phone,1,1,2,JOL,maze,Study1,U,Study Phase,0,Recall1,32700,USM
w963035,puzzle,phone,0.333333333,0,2,JOL,maze,Study1,U,Study Phase,0,Recall1,7007,USM
10066214OD,hog,keys,0,0,2,JOL,meat,Study1,U,Study Phase,0,Recall1,2238,USM
w100152402_MKT,drink,keys,0.2,0,2,JOL,meat,Study1,U,Study Phase,10,Recall1,6293,USM
w10042654_kw,box,keys,0,0,2,JOL,meat,Study1,U,Study Phase,10,Recall1,7572,USM
w10090906KM,,keys,0,0,2,JOL,meat,Study1,U,Study Phase,13,Recall1,2325,USM
w10098759_caa,steak,keys,0.6,0,2,JOL,meat,Study1,U,Study Phase,10,Recall1,3859,USM
w10128905_IAT,keys,keys,1,1,2,JOL,meat,Study1,U,Study Phase,30,Recall1,2680,USM
w10136452dns,,keys,0,0,2,JOL,meat,Study1,U,Study Phase,10,Recall1,4008,USM
w10150573_kaj,,keys,0,0,2,JOL,meat,Study1,U,Study Phase,10,Recall1,1501,USM
W10156412_WAGR,,keys,0,0,2,JOL,meat,Study1,U,Study Phase,0,Recall1,3363,USM
