id,Response,key,percent_match,Scored,Condition.Number,Condition.Description,Stimuli.Cue,Stimuli.Shuffle,Stimuli.Stimuli.Notes,Procedure.Shuffle,Procedure.Shuffle.1,Response.RT,Platform
w10118390Eh,card,card,1,1,1,Read,credit,Study1,F,Study Phase,Recall1,1618,USM
w10128215_bnc,money,card,0,0,1,Read,credit,Study1,F,Study Phase,Recall1,7213,USM
w10133134_lpc,card,card,1,1,1,Read,credit,Study1,F,Study Phase,Recall1,3592,USM
w10143398_abc,card,card,1,1,1,Read,credit,Study1,F,Study Phase,Recall1,3070,USM
w10157282_HBR,card,card,1,1,1,Read,credit,Study1,F,Study Phase,Recall1,9280,USM
10143815SK,,bottle,0,0,1,Read,cry,Study1,M,Study Phase,Recall1,3684,USM
BrookeMask,sad,bottle,0,0,1,Read Recall,cry,Study1,M,Study Phase,Recall1,2857,USM
jasminesherman,,bottle,0,0,1,Read Recall,cry,Study1,M,Study Phase,Recall1,3766,USM
TaravionCosey,bottle ,bottle,0.857142857,1,1,Read Recall,cry,Study1,M,Study Phase,Recall1,19156,USM
w10046339_pw,bottle,bottle,1,1,1,Read,cry,Study1,M,Study Phase,Recall1,2977,USM
W10057641NS,,bottle,0,0,1,Read,cry,Study1,M,Study Phase,Recall1,1052,USM
w10062326CT,tear,bottle,0.333333333,0,1,Read,cry,Study1,M,Study Phase,Recall1,42950,USM
w10080028_sac,bottle,bottle,1,1,1,Read,cry,Study1,M,Study Phase,Recall1,22635,USM
w10085225L.S,baby,bottle,0.166666667,0,1,Read,cry,Study1,M,Study Phase,Recall1,2073,USM
w10101381_mgk,?,bottle,0,0,1,Read,cry,Study1,M,Study Phase,Recall1,12976,USM
w10118390Eh,laugh,bottle,0.166666667,0,1,Read,cry,Study1,M,Study Phase,Recall1,2764,USM
w10128215_bnc,sad,bottle,0,0,1,Read,cry,Study1,M,Study Phase,Recall1,3036,USM
w10133134_lpc,happy,bottle,0,0,1,Read,cry,Study1,M,Study Phase,Recall1,3983,USM
w10143398_abc,bottle,bottle,1,1,1,Read,cry,Study1,M,Study Phase,Recall1,3880,USM
w10157282_HBR,sad,bottle,0,0,1,Read,cry,Study1,M,Study Phase,Recall1,4922,USM
10143815SK,night,dark,0,0,1,Read,day,Study1,M,Study Phase,Recall1,3343,USM
BrookeMask,night,dark,0,0,1,Read Recall,day,Study1,M,Study Phase,Recall1,6791,USM
jasminesherman,,dark,0,0,1,Read Recall,day,Study1,M,Study Phase,Recall1,999,USM
TaravionCosey,dark,dark,1,1,1,Read Recall,day,Study1,M,Study Phase,Recall1,19906,USM
w10046339_pw,dark,dark,1,1,1,Read,day,Study1,M,Study Phase,Recall1,3420,USM
W10057641NS,,dark,0,0,1,Read,day,Study1,M,Study Phase,Recall1,251,USM
w10062326CT,morning,dark,0.142857143,0,1,Read,day,Study1,M,Study Phase,Recall1,4853,USM
w10080028_sac,dark,dark,1,1,1,Read,day,Study1,M,Study Phase,Recall1,12614,USM
w10085225L.S,night,dark,0,0,1,Read,day,Study1,M,Study Phase,Recall1,3654,USM
w10101381_mgk,?,dark,0,0,1,Read,day,Study1,M,Study Phase,Recall1,2450,USM
w10118390Eh,night,dark,0,0,1,Read,day,Study1,M,Study Phase,Recall1,1906,USM
w10128215_bnc,weak,dark,0.5,0,1,Read,day,Study1,M,Study Phase,Recall1,5779,USM
w10133134_lpc,night,dark,0,0,1,Read,day,Study1,M,Study Phase,Recall1,4181,USM
w10143398_abc,dark,dark,1,1,1,Read,day,Study1,M,Study Phase,Recall1,4361,USM
w10157282_HBR,night,dark,0,0,1,Read,day,Study1,M,Study Phase,Recall1,4236,USM
10143815SK,,bang,0,0,1,Read,fuzzy,Study1,U,Study Phase,Recall1,1564,USM
BrookeMask,socks,bang,0,0,1,Read Recall,fuzzy,Study1,U,Study Phase,Recall1,1493,USM
jasminesherman,,bang,0,0,1,Read Recall,fuzzy,Study1,U,Study Phase,Recall1,811,USM
TaravionCosey,bong,bang,0.75,1,1,Read Recall,fuzzy,Study1,U,Study Phase,Recall1,11309,USM
w10046339_pw,silk,bang,0,0,1,Read,fuzzy,Study1,U,Study Phase,Recall1,5409,USM
W10057641NS,,bang,0,0,1,Read,fuzzy,Study1,U,Study Phase,Recall1,281,USM
w10062326CT,bomb,bang,0.25,0,1,Read,fuzzy,Study1,U,Study Phase,Recall1,15197,USM
w10080028_sac,bang,bang,1,1,1,Read,fuzzy,Study1,U,Study Phase,Recall1,8787,USM
w10085225L.S,socks,bang,0,0,1,Read,fuzzy,Study1,U,Study Phase,Recall1,4270,USM
w10101381_mgk,?,bang,0,0,1,Read,fuzzy,Study1,U,Study Phase,Recall1,3203,USM
w10118390Eh,dog,bang,0.25,0,1,Read,fuzzy,Study1,U,Study Phase,Recall1,5848,USM
w10128215_bnc,,bang,0,0,1,Read,fuzzy,Study1,U,Study Phase,Recall1,1598,USM
w10133134_lpc,furry,bang,0,0,1,Read,fuzzy,Study1,U,Study Phase,Recall1,3941,USM
w10143398_abc,hard,bang,0.25,0,1,Read,fuzzy,Study1,U,Study Phase,Recall1,3612,USM
w10157282_HBR,soft,bang,0,0,1,Read,fuzzy,Study1,U,Study Phase,Recall1,7252,USM
10143815SK,,steak,0,0,1,Read,give,Study1,U,Study Phase,Recall1,1768,USM
BrookeMask,take,steak,0.8,1,1,Read Recall,give,Study1,U,Study Phase,Recall1,2544,USM
jasminesherman,,steak,0,0,1,Read Recall,give,Study1,U,Study Phase,Recall1,837,USM
TaravionCosey,steak,steak,1,1,1,Read Recall,give,Study1,U,Study Phase,Recall1,22643,USM
w10046339_pw,take,steak,0.8,1,1,Read,give,Study1,U,Study Phase,Recall1,2065,USM
W10057641NS,,steak,0,0,1,Read,give,Study1,U,Study Phase,Recall1,339,USM
w10062326CT,hand,steak,0.2,0,1,Read,give,Study1,U,Study Phase,Recall1,53772,USM
w10080028_sac,steak,steak,1,1,1,Read,give,Study1,U,Study Phase,Recall1,15653,USM
w10085225L.S,take,steak,0.8,1,1,Read,give,Study1,U,Study Phase,Recall1,3640,USM
w10101381_mgk,?,steak,0,0,1,Read,give,Study1,U,Study Phase,Recall1,2680,USM
w10118390Eh,take,steak,0.8,1,1,Read,give,Study1,U,Study Phase,Recall1,1749,USM
w10128215_bnc,,steak,0,0,1,Read,give,Study1,U,Study Phase,Recall1,2257,USM
w10133134_lpc,take,steak,0.8,1,1,Read,give,Study1,U,Study Phase,Recall1,2852,USM
w10143398_abc,steak,steak,1,1,1,Read,give,Study1,U,Study Phase,Recall1,6960,USM
w10157282_HBR,take,steak,0.8,1,1,Read,give,Study1,U,Study Phase,Recall1,4614,USM
10143815SK,,cotton,0,0,1,Read,hard,Study1,M,Study Phase,Recall1,1228,USM
BrookeMask,surface,cotton,0.142857143,0,1,Read Recall,hard,Study1,M,Study Phase,Recall1,2356,USM
jasminesherman,,cotton,0,0,1,Read Recall,hard,Study1,M,Study Phase,Recall1,4341,USM
TaravionCosey,soft,cotton,0.333333333,0,1,Read Recall,hard,Study1,M,Study Phase,Recall1,13672,USM
w10046339_pw,ball,cotton,0,0,1,Read,hard,Study1,M,Study Phase,Recall1,3891,USM
W10057641NS,,cotton,0,0,1,Read,hard,Study1,M,Study Phase,Recall1,330,USM
w10062326CT,cotton,cotton,1,1,1,Read,hard,Study1,M,Study Phase,Recall1,3227,USM
w10080028_sac,,cotton,0,0,1,Read,hard,Study1,M,Study Phase,Recall1,30479,USM
w10085225L.S,soft,cotton,0.333333333,0,1,Read,hard,Study1,M,Study Phase,Recall1,3685,USM
w10101381_mgk,?,cotton,0,0,1,Read,hard,Study1,M,Study Phase,Recall1,3869,USM
w10118390Eh,rough,cotton,0.166666667,0,1,Read,hard,Study1,M,Study Phase,Recall1,5556,USM
w10128215_bnc,soft,cotton,0.333333333,0,1,Read,hard,Study1,M,Study Phase,Recall1,2518,USM
w10133134_lpc,rough,cotton,0.166666667,0,1,Read,hard,Study1,M,Study Phase,Recall1,5185,USM
w10143398_abc,idk,cotton,0,0,1,Read,hard,Study1,M,Study Phase,Recall1,2608,USM
w10157282_HBR,soft,cotton,0.333333333,0,1,Read,hard,Study1,M,Study Phase,Recall1,10917,USM
10143815SK,,wheel,0,0,1,Read,horse,Study1,M,Study Phase,Recall1,1533,USM
BrookeMask,ride,wheel,0.2,0,1,Read Recall,horse,Study1,M,Study Phase,Recall1,3021,USM
jasminesherman,,wheel,0,0,1,Read Recall,horse,Study1,M,Study Phase,Recall1,1679,USM
TaravionCosey,wheel ,wheel,0.833333333,1,1,Read Recall,horse,Study1,M,Study Phase,Recall1,39404,USM
w10046339_pw,ride,wheel,0.2,0,1,Read,horse,Study1,M,Study Phase,Recall1,3905,USM
W10057641NS,,wheel,0,0,1,Read,horse,Study1,M,Study Phase,Recall1,362,USM
w10062326CT,wheel,wheel,1,1,1,Read,horse,Study1,M,Study Phase,Recall1,2310,USM
w10080028_sac,wheel,wheel,1,1,1,Read,horse,Study1,M,Study Phase,Recall1,11295,USM
w10085225L.S,cow,wheel,0.2,0,1,Read,horse,Study1,M,Study Phase,Recall1,2306,USM
w10101381_mgk,?,wheel,0,0,1,Read,horse,Study1,M,Study Phase,Recall1,6144,USM
w10118390Eh,ride,wheel,0.2,0,1,Read,horse,Study1,M,Study Phase,Recall1,3933,USM
w10128215_bnc,saddle,wheel,0.333333333,0,1,Read,horse,Study1,M,Study Phase,Recall1,5922,USM
w10133134_lpc,ride,wheel,0.2,0,1,Read,horse,Study1,M,Study Phase,Recall1,5704,USM
w10143398_abc,idk,wheel,0,0,1,Read,horse,Study1,M,Study Phase,Recall1,4744,USM
w10157282_HBR,carriage,wheel,0.125,0,1,Read,horse,Study1,M,Study Phase,Recall1,36876,USM
10143815SK,clean,clean,1,1,1,Read,hygiene,Study1,F,Study Phase,Recall1,2979,USM
BrookeMask,clean,clean,1,1,1,Read Recall,hygiene,Study1,F,Study Phase,Recall1,2302,USM
jasminesherman,clean,clean,1,1,1,Read Recall,hygiene,Study1,F,Study Phase,Recall1,6240,USM
TaravionCosey,clean ,clean,0.833333333,1,1,Read Recall,hygiene,Study1,F,Study Phase,Recall1,52937,USM
w10046339_pw,clean,clean,1,1,1,Read,hygiene,Study1,F,Study Phase,Recall1,2620,USM
W10057641NS,,clean,0,0,1,Read,hygiene,Study1,F,Study Phase,Recall1,205,USM
w10062326CT,clean,clean,1,1,1,Read,hygiene,Study1,F,Study Phase,Recall1,12441,USM
w10080028_sac,clean,clean,1,1,1,Read,hygiene,Study1,F,Study Phase,Recall1,3339,USM
w10085225L.S,clean,clean,1,1,1,Read,hygiene,Study1,F,Study Phase,Recall1,4486,USM
w10101381_mgk,?,clean,0,0,1,Read,hygiene,Study1,F,Study Phase,Recall1,3115,USM
w10118390Eh,brush,clean,0,0,1,Read,hygiene,Study1,F,Study Phase,Recall1,7206,USM
w10128215_bnc,shower,clean,0.166666667,0,1,Read,hygiene,Study1,F,Study Phase,Recall1,3546,USM
w10133134_lpc,clean,clean,1,1,1,Read,hygiene,Study1,F,Study Phase,Recall1,3840,USM
w10143398_abc,clean,clean,1,1,1,Read,hygiene,Study1,F,Study Phase,Recall1,2505,USM
w10157282_HBR,clean,clean,1,1,1,Read,hygiene,Study1,F,Study Phase,Recall1,10956,USM
10143815SK,hunt,rod,0,0,1,Read,keys,Study1,U,Study Phase,Recall1,7739,USM
BrookeMask,meat,rod,0,0,1,Read Recall,keys,Study1,U,Study Phase,Recall1,4158,USM
jasminesherman,,rod,0,0,1,Read Recall,keys,Study1,U,Study Phase,Recall1,3331,USM
TaravionCosey,car,rod,0.333333333,0,1,Read Recall,keys,Study1,U,Study Phase,Recall1,5614,USM
w10046339_pw,pole,rod,0.25,0,1,Read,keys,Study1,U,Study Phase,Recall1,2721,USM
W10057641NS,,rod,0,0,1,Read,keys,Study1,U,Study Phase,Recall1,260,USM
w10062326CT,house,rod,0.2,0,1,Read,keys,Study1,U,Study Phase,Recall1,3285,USM
w10080028_sac,meat,rod,0,0,1,Read,keys,Study1,U,Study Phase,Recall1,6572,USM
w10085225L.S,car,rod,0.333333333,0,1,Read,keys,Study1,U,Study Phase,Recall1,4221,USM
w10101381_mgk,?,rod,0,0,1,Read,keys,Study1,U,Study Phase,Recall1,5271,USM
w10118390Eh,car,rod,0.333333333,0,1,Read,keys,Study1,U,Study Phase,Recall1,2059,USM
w10128215_bnc,fob,rod,0.333333333,0,1,Read,keys,Study1,U,Study Phase,Recall1,12225,USM
w10133134_lpc,rod,rod,1,1,1,Read,keys,Study1,U,Study Phase,Recall1,2763,USM
w10143398_abc,idk,rod,0.333333333,0,1,Read,keys,Study1,U,Study Phase,Recall1,3118,USM
w10157282_HBR,lock,rod,0.25,0,1,Read,keys,Study1,U,Study Phase,Recall1,2838,USM
10143815SK,,stripes,0,0,1,Read,lion,Study1,M,Study Phase,Recall1,1765,USM
BrookeMask,main,stripes,0.142857143,0,1,Read Recall,lion,Study1,M,Study Phase,Recall1,2534,USM
jasminesherman,,stripes,0,0,1,Read Recall,lion,Study1,M,Study Phase,Recall1,479,USM
TaravionCosey,stripes ,stripes,0.875,1,1,Read Recall,lion,Study1,M,Study Phase,Recall1,33742,USM
w10046339_pw,stripes,stripes,1,1,1,Read,lion,Study1,M,Study Phase,Recall1,2815,USM
W10057641NS,,stripes,0,0,1,Read,lion,Study1,M,Study Phase,Recall1,489,USM
w10062326CT,stripes,stripes,1,1,1,Read,lion,Study1,M,Study Phase,Recall1,4768,USM
w10080028_sac,stripes,stripes,1,1,1,Read,lion,Study1,M,Study Phase,Recall1,4830,USM
w10085225L.S,car,stripes,0.142857143,0,1,Read,lion,Study1,M,Study Phase,Recall1,2325,USM
w10101381_mgk,stripe,stripes,0.857142857,1,1,Read,lion,Study1,M,Study Phase,Recall1,3260,USM
w10118390Eh,roar,stripes,0.142857143,0,1,Read,lion,Study1,M,Study Phase,Recall1,1677,USM
w10128215_bnc,,stripes,0,0,1,Read,lion,Study1,M,Study Phase,Recall1,3833,USM
w10133134_lpc,stripes,stripes,1,1,1,Read,lion,Study1,M,Study Phase,Recall1,3407,USM
w10143398_abc,stripes,stripes,1,1,1,Read,lion,Study1,M,Study Phase,Recall1,4264,USM
w10157282_HBR,mane ,stripes,0.142857143,0,1,Read,lion,Study1,M,Study Phase,Recall1,2311,USM
10143815SK,,fiction,0,0,1,Read,listen,Study1,U,Study Phase,Recall1,3381,USM
BrookeMask,,fiction,0,0,1,Read Recall,listen,Study1,U,Study Phase,Recall1,1420,USM
jasminesherman,,fiction,0,0,1,Read Recall,listen,Study1,U,Study Phase,Recall1,2883,USM
