"Username","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Answer","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Stimuli.Value","Procedure.Item","Procedure.Trial.Type","Procedure.Shuffle","Procedure.","Response.RT","Response.Response","Response.JOL"
"56d684fffc7879000c77d87f",5,"Read Recog","MEAT","KEYS","Study1","U",41,37,"Study","Study Phase","",880,"",NA
"56d684fffc7879000c77d87f",5,"Read Recog","TEMPERATURE","MORNING","Study1","U",48,12,"Study","Study Phase","",1122,"",NA
"56d684fffc7879000c77d87f",5,"Read Recog","WAGE","MONEY","Study1","F",22,34,"Study","Study Phase","",912,"",NA
"56d684fffc7879000c77d87f",5,"Read Recog","CEILING","CARPET","Study1","M",15,35,"Study","Study Phase","",1147,"",NA
"56d684fffc7879000c77d87f",5,"Read Recog","LISTEN","FICTION","Study1","U",44,13,"Study","Study Phase","",646,"",NA
"56d684fffc7879000c77d87f",5,"Read Recog","HORSE","WHEEL","Study1","M",14,45,"Study","Study Phase","",1000,"",NA
"56d684fffc7879000c77d87f",5,"Read Recog","TOOTH","HAIR","Study1","M",19,21,"Study","Study Phase","",1080,"",NA
"56d684fffc7879000c77d87f",5,"Read Recog","SWAN","BIRD","Study1","F",26,32,"Study","Study Phase","",922,"",NA
"56d684fffc7879000c77d87f",5,"Read Recog","CAKE","HAND","Study1","U",49,33,"Study","Study Phase","",735,"",NA
"56d684fffc7879000c77d87f",5,"Read Recog","WEDDING","FINGER","Study1","M",17,28,"Study","Study Phase","",1078,"",NA
"56d684fffc7879000c77d87f",5,"Read Recog","STRETCH","CLOTH","Study1","U",37,30,"Study","Study Phase","",1082,"",NA
"56d684fffc7879000c77d87f",5,"Read Recog","DAY","DARK","Study1","M",18,7,"Study","Study Phase","",722,"",NA
"56d684fffc7879000c77d87f",5,"Read Recog","SIGN","TICK","Study1","U",47,39,"Study","Study Phase","",838,"",NA
"56d684fffc7879000c77d87f",5,"Read Recog","LION","STRIPES","Study1","M",6,15,"Study","Study Phase","",1230,"",NA
"56d684fffc7879000c77d87f",5,"Read Recog","CRACKLE","ELECTION","Study1","U",39,49,"Study","Study Phase","",1367,"",NA
"56d684fffc7879000c77d87f",5,"Read Recog","MAZE","PHONE","Study1","U",42,20,"Study","Study Phase","",1193,"",NA
"56d684fffc7879000c77d87f",5,"Read Recog","AFFECTION","LOVE","Study1","F",31,9,"Study","Study Phase","",790,"",NA
"56d684fffc7879000c77d87f",5,"Read Recog","HARD","COTTON","Study1","M",20,44,"Study","Study Phase","",701,"",NA
"56d684fffc7879000c77d87f",5,"Read Recog","CIRCLE","DANCE","Study1","M",13,14,"Study","Study Phase","",1078,"",NA
"56d684fffc7879000c77d87f",5,"Read Recog","BAT","BOUNCE","Study1","M",12,29,"Study","Study Phase","",592,"",NA
"56d684fffc7879000c77d87f",5,"Read Recog","GIVE","STEAK","Study1","U",38,42,"Study","Study Phase","",850,"",NA
"56d684fffc7879000c77d87f",5,"Read Recog","TUNA","FISH","Study1","F",35,17,"Study","Study Phase","",855,"",NA
"56d684fffc7879000c77d87f",5,"Read Recog","VEHICLE","CHARM","Study1","U",40,16,"Study","Study Phase","",3496,"",NA
"5734b743d0f8fe10e4e4415d",5,"Read Recog","DAY","DARK","Study1","M",18,35,"Study","Study Phase","",924,"",NA
"5734b743d0f8fe10e4e4415d",5,"Read Recog","WAR","QUIET","Study1","M",8,24,"Study","Study Phase","",1380,"",NA
"5734b743d0f8fe10e4e4415d",5,"Read Recog","CRY","BOTTLE","Study1","M",16,27,"Study","Study Phase","",2058,"",NA
"5734b743d0f8fe10e4e4415d",5,"Read Recog","BAT","BOUNCE","Study1","M",12,39,"Study","Study Phase","",1353,"",NA
"5734b743d0f8fe10e4e4415d",5,"Read Recog","SOON","BELT","Study1","U",46,42,"Study","Study Phase","",1148,"",NA
"5734b743d0f8fe10e4e4415d",5,"Read Recog","MIRROR","MAROON","Study1","U",36,21,"Study","Study Phase","",1672,"",NA
"5734b743d0f8fe10e4e4415d",5,"Read Recog","MEAT","KEYS","Study1","U",41,18,"Study","Study Phase","",1664,"",NA
"5734b743d0f8fe10e4e4415d",5,"Read Recog","ROUGH","SILK","Study1","M",10,51,"Study","Study Phase","",1195,"",NA
"5734b743d0f8fe10e4e4415d",5,"Read Recog","WEDDING","FINGER","Study1","M",17,29,"Study","Study Phase","",1086,"",NA
"5734b743d0f8fe10e4e4415d",5,"Read Recog","SIP","DRINK","Study1","F",32,37,"Study","Study Phase","",1205,"",NA
"5734b743d0f8fe10e4e4415d",5,"Read Recog","MULE","DONKEY","Study1","F",24,11,"Study","Study Phase","",1350,"",NA
"5734b743d0f8fe10e4e4415d",5,"Read Recog","LION","STRIPES","Study1","M",6,30,"Study","Study Phase","",1359,"",NA
"5734b743d0f8fe10e4e4415d",5,"Read Recog","CREDIT","CARD","Study1","F",33,20,"Study","Study Phase","",793,"",NA
"5734b743d0f8fe10e4e4415d",5,"Read Recog","LITTER","TRASH","Study1","F",21,22,"Study","Study Phase","",1178,"",NA
"5734b743d0f8fe10e4e4415d",5,"Read Recog","MAZE","PHONE","Study1","U",42,15,"Study","Study Phase","",933,"",NA
"5734b743d0f8fe10e4e4415d",5,"Read Recog","TOOTH","HAIR","Study1","M",19,19,"Study","Study Phase","",1814,"",NA
"5734b743d0f8fe10e4e4415d",5,"Read Recog","SHELL","SHAKE","Study1","U",43,50,"Study","Study Phase","",1562,"",NA
"5734b743d0f8fe10e4e4415d",5,"Read Recog","HARD","COTTON","Study1","M",20,32,"Study","Study Phase","",1058,"",NA
"5734b743d0f8fe10e4e4415d",5,"Read Recog","CEILING","CARPET","Study1","M",15,40,"Study","Study Phase","",1536,"",NA
"5734b743d0f8fe10e4e4415d",5,"Read Recog","MULE","DONKEY","Study1","F",30,28,"Study","Study Phase","",1096,"",NA
"5734b743d0f8fe10e4e4415d",5,"Read Recog","ORCHID","FLOWER","Study1","F",34,44,"Study","Study Phase","",1207,"",NA
"5734b743d0f8fe10e4e4415d",5,"Read Recog","TUNA","FISH","Study1","F",35,12,"Study","Study Phase","",904,"",NA
"5734b743d0f8fe10e4e4415d",5,"Read Recog","WAGE","MONEY","Study1","F",22,7,"Study","Study Phase","",1144,"",NA
"5734b743d0f8fe10e4e4415d",5,"Read Recog","BIRTHDAY","PIE","Study1","M",9,33,"Study","Study Phase","",898,"",NA
"5734b743d0f8fe10e4e4415d",5,"Read Recog","GIVE","STEAK","Study1","U",38,45,"Study","Study Phase","",941,"",NA
"5734b743d0f8fe10e4e4415d",5,"Read Recog","SWAN","BIRD","Study1","F",26,49,"Study","Study Phase","",851,"",NA
"5734b743d0f8fe10e4e4415d",5,"Read Recog","BEACH","BOX","Study1","M",7,48,"Study","Study Phase","",670,"",NA
"5734b743d0f8fe10e4e4415d",5,"Read Recog","HYGIENE","CLEAN","Study1","F",28,43,"Study","Study Phase","",886,"",NA
"5734b743d0f8fe10e4e4415d",5,"Read Recog","TREE","SYRUP","Study1","M",11,46,"Study","Study Phase","",1100,"",NA
"5734b743d0f8fe10e4e4415d",5,"Read Recog","NAP","SLEEP","Study1","F",29,36,"Study","Study Phase","",907,"",NA
"5734b743d0f8fe10e4e4415d",5,"Read Recog","AFFECTION","LOVE","Study1","F",31,23,"Study","Study Phase","",742,"",NA
"5734b743d0f8fe10e4e4415d",5,"Read Recog","LISTEN","FICTION","Study1","U",44,34,"Study","Study Phase","",1176,"",NA
"5734b743d0f8fe10e4e4415d",5,"Read Recog","KEYS","ROD","Study1","U",45,17,"Study","Study Phase","",917,"",NA
"5734b743d0f8fe10e4e4415d",5,"Read Recog","SCALP","HEAD","Study1","F",23,31,"Study","Study Phase","",718,"",NA
"5734b743d0f8fe10e4e4415d",5,"Read Recog","STRETCH","CLOTH","Study1","U",37,8,"Study","Study Phase","",892,"",NA
"5734b743d0f8fe10e4e4415d",5,"Read Recog","WORD","SENTENCE","Study1","F",27,47,"Study","Study Phase","",665,"",NA
"5734b743d0f8fe10e4e4415d",5,"Read Recog","SIGN","TICK","Study1","U",47,13,"Study","Study Phase","",990,"",NA
"5734b743d0f8fe10e4e4415d",5,"Read Recog","CIRCLE","DANCE","Study1","M",13,26,"Study","Study Phase","",891,"",NA
"5734b743d0f8fe10e4e4415d",5,"Read Recog","CRACKLE","ELECTION","Study1","U",39,25,"Study","Study Phase","",1543,"",NA
"5734b743d0f8fe10e4e4415d",5,"Read Recog","ROOT","PLANT","Study1","F",25,41,"Study","Study Phase","",670,"",NA
"5734b743d0f8fe10e4e4415d",5,"Read Recog","HORSE","WHEEL","Study1","M",14,10,"Study","Study Phase","",786,"",NA
"5734b743d0f8fe10e4e4415d",5,"Read Recog","CAKE","HAND","Study1","U",49,38,"Study","Study Phase","",739,"",NA
"5734b743d0f8fe10e4e4415d",5,"Read Recog","VEHICLE","CHARM","Study1","U",40,16,"Study","Study Phase","",1040,"",NA
"5734b743d0f8fe10e4e4415d",5,"Read Recog","FUZZY","BANG","Study1","U",50,14,"Study","Study Phase","",654,"",NA
"5734b743d0f8fe10e4e4415d",5,"Read Recog","TEMPERATURE","MORNING","Study1","U",48,9,"Study","Study Phase","",791,"",NA
"57b28526f6b9390001af1edd",7,"Read Recog","HEAVY","FEATHER","Study2","M",13,27,"Study","Study Phase","",11966,"",NA
"57b28526f6b9390001af1edd",7,"Read Recog","SUMMER","SNOW","Study2","M",6,25,"Study","Study Phase","",1441,"",NA
"57b28526f6b9390001af1edd",7,"Read Recog","WINDOW","KNOB","Study2","M",19,47,"Study","Study Phase","",1487,"",NA
"57b28526f6b9390001af1edd",7,"Read Recog","REALITY","ISLAND","Study2","M",9,35,"Study","Study Phase","",1635,"",NA
"57b28526f6b9390001af1edd",7,"Read Recog","ARTERY","BRONZE","Study2","U",48,42,"Study","Study Phase","",3958,"",NA
"57b28526f6b9390001af1edd",7,"Read Recog","SCHOOL","STOP","Study2","M",7,46,"Study","Study Phase","",1255,"",NA
"57b28526f6b9390001af1edd",7,"Read Recog","DOCUMENT","PAPER","Study2","F",27,19,"Study","Study Phase","",1399,"",NA
"57b28526f6b9390001af1edd",7,"Read Recog","BENCH","HORN","Study2","U",43,16,"Study","Study Phase","",1233,"",NA
"57b28526f6b9390001af1edd",7,"Read Recog","GRILL","THIGH","Study2","M",17,21,"Study","Study Phase","",2088,"",NA
"57b28526f6b9390001af1edd",7,"Read Recog","SUGAR","RIDDLE","Study2","U",40,33,"Study","Study Phase","",1876,"",NA
"57b28526f6b9390001af1edd",7,"Read Recog","KING","VASE","Study2","U",36,7,"Study","Study Phase","",2695,"",NA
"57b28526f6b9390001af1edd",7,"Read Recog","FEUD","FIGHT","Study2","F",31,12,"Study","Study Phase","",1375,"",NA
"57b28526f6b9390001af1edd",7,"Read Recog","CHOP","CUT","Study2","F",22,30,"Study","Study Phase","",2667,"",NA
"57b28526f6b9390001af1edd",7,"Read Recog","HAPPY","CAR","Study2","U",37,49,"Study","Study Phase","",1056,"",NA
"57b28526f6b9390001af1edd",7,"Read Recog","EYES","SMELL","Study2","M",10,24,"Study","Study Phase","",1001,"",NA
"57b28526f6b9390001af1edd",7,"Read Recog","MIRROR","CHILDREN","Study2","U",49,44,"Study","Study Phase","",1391,"",NA
"57b28526f6b9390001af1edd",7,"Read Recog","DEATH","BUSINESS","Study2","U",44,51,"Study","Study Phase","",1308,"",NA
"57b28526f6b9390001af1edd",7,"Read Recog","RAZOR","MUSCLE","Study2","M",20,40,"Study","Study Phase","",1064,"",NA
"57b28526f6b9390001af1edd",7,"Read Recog","CHILL","COLD","Study2","F",32,50,"Study","Study Phase","",1192,"",NA
"57b28526f6b9390001af1edd",7,"Read Recog","OVEN","BASKET","Study2","M",16,10,"Study","Study Phase","",991,"",NA
"57b28526f6b9390001af1edd",7,"Read Recog","ART","WOLF","Study2","U",38,17,"Study","Study Phase","",4742,"",NA
"57b28526f6b9390001af1edd",7,"Read Recog","HORNET","STING","Study2","F",30,22,"Study","Study Phase","",1307,"",NA
"57b28526f6b9390001af1edd",7,"Read Recog","VALLEY","PEAK","Study2","M",18,13,"Study","Study Phase","",948,"",NA
"57b28526f6b9390001af1edd",7,"Read Recog","STRONG","ACCIDENT","Study2","U",39,32,"Study","Study Phase","",1203,"",NA
"57b28526f6b9390001af1edd",7,"Read Recog","WASP","BUG","Study2","F",34,20,"Study","Study Phase","",2909,"",NA
"57b28526f6b9390001af1edd",7,"Read Recog","INCENSE","SMELL","Study2","F",28,39,"Study","Study Phase","",1026,"",NA
"57b28526f6b9390001af1edd",7,"Read Recog","ATTIRE","CLOTHES","Study2","F",24,38,"Study","Study Phase","",1129,"",NA
"57b28526f6b9390001af1edd",7,"Read Recog","CHISEL","HAMMER","Study2","F",23,29,"Study","Study Phase","",1156,"",NA
"57b28526f6b9390001af1edd",7,"Read Recog","CHERRY","RED","Study2","F",25,18,"Study","Study Phase","",869,"",NA
"57b28526f6b9390001af1edd",7,"Read Recog","SOAP","DRINK","Study2","M",12,8,"Study","Study Phase","",1140,"",NA
"57b28526f6b9390001af1edd",7,"Read Recog","BLAZE","FIRE","Study2","F",26,15,"Study","Study Phase","",928,"",NA
"57b28526f6b9390001af1edd",7,"Read Recog","PUSH","CLUTTER","Study2","U",41,23,"Study","Study Phase","",811,"",NA
"57b28526f6b9390001af1edd",7,"Read Recog","CACTUS","PLANT","Study2","F",21,11,"Study","Study Phase","",1823,"",NA
"57b28526f6b9390001af1edd",7,"Read Recog","BOTH","OUNCE","Study2","U",47,9,"Study","Study Phase","",1163,"",NA
"57b28526f6b9390001af1edd",7,"Read Recog","PANTS","COLLAR","Study2","M",8,41,"Study","Study Phase","",922,"",NA
"57b28526f6b9390001af1edd",7,"Read Recog","DIETARY","SACK","Study2","U",42,14,"Study","Study Phase","",1222,"",NA
"57b28526f6b9390001af1edd",7,"Read Recog","TRAP","CAVE","Study2","M",15,36,"Study","Study Phase","",902,"",NA
"57b28526f6b9390001af1edd",7,"Read Recog","RAKE","SEED","Study2","M",14,48,"Study","Study Phase","",884,"",NA
"57b28526f6b9390001af1edd",7,"Read Recog","LEAGUE","BASEBALL","Study2","F",29,37,"Study","Study Phase","",2118,"",NA
"57b28526f6b9390001af1edd",7,"Read Recog","NURSE","LAWYER","Study2","M",11,31,"Study","Study Phase","",1312,"",NA
"57b28526f6b9390001af1edd",7,"Read Recog","HERD","COW","Study2","F",33,34,"Study","Study Phase","",1014,"",NA
"57b28526f6b9390001af1edd",7,"Read Recog","LEASE","TOIL","Study2","U",46,26,"Study","Study Phase","",1216,"",NA
"57b28526f6b9390001af1edd",7,"Read Recog","SICK","HIDE","Study2","U",45,28,"Study","Study Phase","",1022,"",NA
"57b28526f6b9390001af1edd",7,"Read Recog","CASH","LEG","Study2","U",50,45,"Study","Study Phase","",918,"",NA
"57b28526f6b9390001af1edd",7,"Read Recog","BRIDGE","WATER","Study2","F",35,43,"Study","Study Phase","",1008,"",NA
"58497529bd87380001552f71",7,"Read Recog","BLAZE","FIRE","Study2","F",26,7,"Study","Study Phase","",1590,"",NA
"58497529bd87380001552f71",7,"Read Recog","CACTUS","PLANT","Study2","F",21,35,"Study","Study Phase","",1875,"",NA
"58497529bd87380001552f71",7,"Read Recog","REALITY","ISLAND","Study2","M",9,18,"Study","Study Phase","",1725,"",NA
"58497529bd87380001552f71",7,"Read Recog","EYES","SMELL","Study2","M",10,38,"Study","Study Phase","",1767,"",NA
"58497529bd87380001552f71",7,"Read Recog","BRIDGE","WATER","Study2","F",35,8,"Study","Study Phase","",1612,"",NA
"58497529bd87380001552f71",7,"Read Recog","OVEN","BASKET","Study2","M",16,28,"Study","Study Phase","",2078,"",NA
"58497529bd87380001552f71",7,"Read Recog","STRONG","ACCIDENT","Study2","U",39,16,"Study","Study Phase","",1754,"",NA
"58497529bd87380001552f71",7,"Read Recog","WINDOW","KNOB","Study2","M",19,15,"Study","Study Phase","",1800,"",NA
"58497529bd87380001552f71",7,"Read Recog","RAKE","SEED","Study2","M",14,33,"Study","Study Phase","",1774,"",NA
"58497529bd87380001552f71",7,"Read Recog","DIETARY","SACK","Study2","U",42,20,"Study","Study Phase","",2065,"",NA
"58497529bd87380001552f71",7,"Read Recog","BOTH","OUNCE","Study2","U",47,19,"Study","Study Phase","",2200,"",NA
"58497529bd87380001552f71",7,"Read Recog","DEATH","BUSINESS","Study2","U",44,9,"Study","Study Phase","",1985,"",NA
"58497529bd87380001552f71",7,"Read Recog","ART","WOLF","Study2","U",38,27,"Study","Study Phase","",2047,"",NA
"58497529bd87380001552f71",7,"Read Recog","KING","VASE","Study2","U",36,44,"Study","Study Phase","",2562,"",NA
"58497529bd87380001552f71",7,"Read Recog","TRAP","CAVE","Study2","M",15,29,"Study","Study Phase","",1878,"",NA
"58497529bd87380001552f71",7,"Read Recog","GRILL","THIGH","Study2","M",17,24,"Study","Study Phase","",2321,"",NA
"58497529bd87380001552f71",7,"Read Recog","HERD","COW","Study2","F",33,48,"Study","Study Phase","",1784,"",NA
"58497529bd87380001552f71",7,"Read Recog","CHOP","CUT","Study2","F",22,46,"Study","Study Phase","",2339,"",NA
"58497529bd87380001552f71",7,"Read Recog","ATTIRE","CLOTHES","Study2","F",24,41,"Study","Study Phase","",2183,"",NA
"58497529bd87380001552f71",7,"Read Recog","SOAP","DRINK","Study2","M",12,49,"Study","Study Phase","",1709,"",NA
"58497529bd87380001552f71",7,"Read Recog","HEAVY","FEATHER","Study2","M",13,30,"Study","Study Phase","",2244,"",NA
"58497529bd87380001552f71",7,"Read Recog","BENCH","HORN","Study2","U",43,21,"Study","Study Phase","",1963,"",NA
"58497529bd87380001552f71",7,"Read Recog","LEASE","TOIL","Study2","U",46,12,"Study","Study Phase","",2753,"",NA
"58497529bd87380001552f71",7,"Read Recog","SCHOOL","STOP","Study2","M",7,47,"Study","Study Phase","",2736,"",NA
"58497529bd87380001552f71",7,"Read Recog","MIRROR","CHILDREN","Study2","U",49,43,"Study","Study Phase","",2387,"",NA
"58497529bd87380001552f71",7,"Read Recog","CHISEL","HAMMER","Study2","F",23,51,"Study","Study Phase","",3839,"",NA
"58497529bd87380001552f71",7,"Read Recog","CASH","LEG","Study2","U",50,23,"Study","Study Phase","",2103,"",NA
"58497529bd87380001552f71",7,"Read Recog","FEUD","FIGHT","Study2","F",31,50,"Study","Study Phase","",2918,"",NA
"58497529bd87380001552f71",7,"Read Recog","SUMMER","SNOW","Study2","M",6,13,"Study","Study Phase","",2226,"",NA
"58497529bd87380001552f71",7,"Read Recog","SUGAR","RIDDLE","Study2","U",40,39,"Study","Study Phase","",2274,"",NA
"58497529bd87380001552f71",7,"Read Recog","HAPPY","CAR","Study2","U",37,31,"Study","Study Phase","",2568,"",NA
"58497529bd87380001552f71",7,"Read Recog","INCENSE","SMELL","Study2","F",28,36,"Study","Study Phase","",2134,"",NA
"58497529bd87380001552f71",7,"Read Recog","NURSE","LAWYER","Study2","M",11,42,"Study","Study Phase","",2475,"",NA
"58497529bd87380001552f71",7,"Read Recog","DOCUMENT","PAPER","Study2","F",27,45,"Study","Study Phase","",2196,"",NA
"58497529bd87380001552f71",7,"Read Recog","ARTERY","BRONZE","Study2","U",48,32,"Study","Study Phase","",1952,"",NA
"58497529bd87380001552f71",7,"Read Recog","VALLEY","PEAK","Study2","M",18,26,"Study","Study Phase","",2210,"",NA
"58497529bd87380001552f71",7,"Read Recog","HORNET","STING","Study2","F",30,11,"Study","Study Phase","",2236,"",NA
"58497529bd87380001552f71",7,"Read Recog","PANTS","COLLAR","Study2","M",8,10,"Study","Study Phase","",2503,"",NA
"58497529bd87380001552f71",7,"Read Recog","SICK","HIDE","Study2","U",45,17,"Study","Study Phase","",2478,"",NA
"58497529bd87380001552f71",7,"Read Recog","PUSH","CLUTTER","Study2","U",41,14,"Study","Study Phase","",2470,"",NA
"58497529bd87380001552f71",7,"Read Recog","RAZOR","MUSCLE","Study2","M",20,37,"Study","Study Phase","",2105,"",NA
"58497529bd87380001552f71",7,"Read Recog","LEAGUE","BASEBALL","Study2","F",29,25,"Study","Study Phase","",2356,"",NA
"58497529bd87380001552f71",7,"Read Recog","CHILL","COLD","Study2","F",32,22,"Study","Study Phase","",2363,"",NA
"58497529bd87380001552f71",7,"Read Recog","CHERRY","RED","Study2","F",25,40,"Study","Study Phase","",2361,"",NA
"58497529bd87380001552f71",7,"Read Recog","WASP","BUG","Study2","F",34,34,"Study","Study Phase","",1995,"",NA
"596e1edd39e9d00001b7bb98",7,"Read Recog","NURSE","LAWYER","Study2","M",11,17,"Study","Study Phase","",1012,"",NA
"596e1edd39e9d00001b7bb98",7,"Read Recog","RAZOR","MUSCLE","Study2","M",20,22,"Study","Study Phase","",23098,"",NA
"596e1edd39e9d00001b7bb98",7,"Read Recog","HORNET","STING","Study2","F",30,16,"Study","Study Phase","",1083,"",NA
"596e1edd39e9d00001b7bb98",7,"Read Recog","WASP","BUG","Study2","F",34,29,"Study","Study Phase","",1716,"",NA
"596e1edd39e9d00001b7bb98",7,"Read Recog","INCENSE","SMELL","Study2","F",28,26,"Study","Study Phase","",1897,"",NA
"596e1edd39e9d00001b7bb98",7,"Read Recog","SUMMER","SNOW","Study2","M",6,48,"Study","Study Phase","",3441,"",NA
"596e1edd39e9d00001b7bb98",7,"Read Recog","REALITY","ISLAND","Study2","M",9,10,"Study","Study Phase","",4114,"",NA
"596e1edd39e9d00001b7bb98",7,"Read Recog","SICK","HIDE","Study2","U",45,7,"Study","Study Phase","",7536,"",NA
"596e1edd39e9d00001b7bb98",7,"Read Recog","KING","VASE","Study2","U",36,39,"Study","Study Phase","",7531,"",NA
"596e1edd39e9d00001b7bb98",7,"Read Recog","CHERRY","RED","Study2","F",25,40,"Study","Study Phase","",2926,"",NA
"596e1edd39e9d00001b7bb98",7,"Read Recog","SUGAR","RIDDLE","Study2","U",40,8,"Study","Study Phase","",6597,"",NA
"596e1edd39e9d00001b7bb98",7,"Read Recog","PUSH","CLUTTER","Study2","U",41,28,"Study","Study Phase","",5903,"",NA
"596e1edd39e9d00001b7bb98",7,"Read Recog","SCHOOL","STOP","Study2","M",7,49,"Study","Study Phase","",1596,"",NA
"596e1edd39e9d00001b7bb98",7,"Read Recog","BENCH","HORN","Study2","U",43,41,"Study","Study Phase","",6668,"",NA
"596e1edd39e9d00001b7bb98",7,"Read Recog","BOTH","OUNCE","Study2","U",47,11,"Study","Study Phase","",5278,"",NA
"596e1edd39e9d00001b7bb98",7,"Read Recog","STRONG","ACCIDENT","Study2","U",39,42,"Study","Study Phase","",10467,"",NA
"596e1edd39e9d00001b7bb98",7,"Read Recog","TRAP","CAVE","Study2","M",15,20,"Study","Study Phase","",13546,"",NA
"596e1edd39e9d00001b7bb98",7,"Read Recog","PANTS","COLLAR","Study2","M",8,18,"Study","Study Phase","",3317,"",NA
"596e1edd39e9d00001b7bb98",7,"Read Recog","LEASE","TOIL","Study2","U",46,14,"Study","Study Phase","",2935,"",NA
"596e1edd39e9d00001b7bb98",7,"Read Recog","BRIDGE","WATER","Study2","F",35,50,"Study","Study Phase","",1250,"",NA
"596e1edd39e9d00001b7bb98",7,"Read Recog","CACTUS","PLANT","Study2","F",21,46,"Study","Study Phase","",3814,"",NA
"596e1edd39e9d00001b7bb98",7,"Read Recog","DEATH","BUSINESS","Study2","U",44,36,"Study","Study Phase","",6971,"",NA
"596e1edd39e9d00001b7bb98",7,"Read Recog","ARTERY","BRONZE","Study2","U",48,30,"Study","Study Phase","",9857,"",NA
"596e1edd39e9d00001b7bb98",7,"Read Recog","CHILL","COLD","Study2","F",32,47,"Study","Study Phase","",13905,"",NA
"596e1edd39e9d00001b7bb98",7,"Read Recog","GRILL","THIGH","Study2","M",17,12,"Study","Study Phase","",15533,"",NA
"596e1edd39e9d00001b7bb98",7,"Read Recog","ART","WOLF","Study2","U",38,33,"Study","Study Phase","",10872,"",NA
"596e1edd39e9d00001b7bb98",7,"Read Recog","ATTIRE","CLOTHES","Study2","F",24,24,"Study","Study Phase","",2874,"",NA
"596e1edd39e9d00001b7bb98",7,"Read Recog","SOAP","DRINK","Study2","M",12,51,"Study","Study Phase","",5952,"",NA
"596e1edd39e9d00001b7bb98",7,"Read Recog","HAPPY","CAR","Study2","U",37,32,"Study","Study Phase","",1898,"",NA
"596e1edd39e9d00001b7bb98",7,"Read Recog","CHISEL","HAMMER","Study2","F",23,23,"Study","Study Phase","",6235,"",NA
"596e1edd39e9d00001b7bb98",7,"Read Recog","CHOP","CUT","Study2","F",22,43,"Study","Study Phase","",2659,"",NA
"596e1edd39e9d00001b7bb98",7,"Read Recog","FEUD","FIGHT","Study2","F",31,27,"Study","Study Phase","",4034,"",NA
